DDX11L1	56	95	64
WASH7P	1813	2390	1855
LOC100996442	128	245	160
LOC101929017	153	265	195
MMACHC	1232	2054	1491
FGA	1	1	0
FGG	24	28	21
LOC101927965	50	53	47
LRAT	35323	53138	31433
RBM46	135	214	144
NPY2R	65	82	40
MAP9	5817	8637	5356
PRDX1	121580	160911	74597
GUCY1A3	5	4	2
GUCY1B3	660	822	749
ASIC5_variant1	0	0	0
TDO2_variant1	7	9	2
CTSO_variant1	284	438	286
LOC100505784	0	0	0
PDGFC	501	830	421
GLRB	32	55	22
GRIA2	8	6	3
LOC340017	0	1	0
FAM198B	28	49	23
LOC101928007	0	0	0
AKR1A1	17007	21056	10675
TMEM144	1021	1681	854
RXFP1	154	262	137
C4orf46	7145	11151	6389
ETFDH	1257	1639	1099
PPID	14082	19920	13610
FNIP2	5320	7874	4854
LOC101928028	0	0	0
C4orf45	4	1	1
NASP	92134	114922	116437
PSME2P3	3	2	1
FABP5P12	1	0	1
RAPGEF2	17145	26359	17914
MIR3688-1	0	0	0
MIR3688-2	0	0	0
FSTL5	81	92	34
LOC101928052	0	2	0
CCDC17	142	244	202
MIR4454	0	0	0
LOC101928081	69	141	105
NAF1	1357	4662	3086
NPY1R	1981	3127	1762
NPY5R	197	313	176
TKTL2	3	1	0
TMA16	8245	12673	7198
MARCH1	853	1772	972
GPBP1L1	19165	29970	18021
ANP32C	2	0	1
LOC100505989	71	93	93
LOC100506013	14274	23483	12653
RPL26P16	3	1	0
LOC101059914	0	0	0
RPS15AP10	84	115	118
NACA3P	5	0	0
TRIM61	2379	3258	2059
FAM218A	350	521	337
RPL21P51	11	19	5
TRIM60	3	5	3
RPL7AP16	100	163	99
TMEM192	2682	3857	2731
KLHL2	3008	4306	2465
GK3P	27	60	33
MSMO1	22457	33612	17474
CPE	3180	4538	2689
MIR578	0	0	0
HADHAP1	29	44	19
LOC402191	0	0	0
TMEM69	2678	4121	2953
LOC101928151	73	125	83
LOC101928131	29	40	32
TLL1	104	182	111
SPOCK3	48	93	49
ANXA10	8	9	6
DDX60	2116	3036	1450
DDX60L	150	223	161
LOC100506504	172	311	251
IPP	717	915	567
PALLD	16499	22014	15794
RPL9P16	3	2	0
LOC101928172	105	144	98
CBR4	5394	8036	4748
SH3RF1	4854	7150	4846
RPL6P12	1	8	2
NEK1	4093	6106	4627
CLCN3	18002	24493	15429
RPL6P1	0	0	0
C4orf27	3820	5246	3314
LOC100506085	319	519	484
MFAP3L	706	1134	619
LOC101928198	0	0	0
AADAT	1670	2400	1660
LOC101928223	130	166	90
LOC100506107	0	1	0
MAST2	5958	7688	6804
LOC100506122	16	24	27
LOC101929135	0	0	0
LOC101928288	78	81	18
LOC441052	19	27	13
GALNTL6	40	32	9
LOC101928314	0	0	0
GALNT7	21011	28167	19553
MIR548T	0	0	0
HMGB2	86344	123632	85386
TMA16P2	25	31	16
SAP30	1361	1942	1195
LOC101928383	4	5	3
SCRG1	6	5	7
RPL5P11	2	0	2
LOC101928409	3	3	1
LOC101928439	0	0	0
HAND2	3	6	6
HAND2-AS1	0	0	1
PIK3R3	6385	7994	5543
LOC101928478	4	1	1
LOC101928509	7	8	11
FBXO8	1440	2111	1082
CEP44	5072	7164	3162
MIR4276	0	0	0
HPGD	162	239	130
GLRA3	25	35	20
LOC101928551	4	8	12
ADAM29	2	2	0
LOC101929626	7	5	6
TSEN2P1	0	0	0
GPM6A	393	654	340
LOC101928590	1	1	0
WDR17	1090	1579	937
SPATA4	4	0	0
ASB5	1	3	4
TSPAN1	12	17	14
SPCS3	28066	44114	22706
VEGFC	154	207	141
NEIL3	1904	2804	1632
AGA	2093	2851	1628
LOC285500	6	2	1
LOC285501	0	2	1
