DDX11L1	109	119	84
WASH7P	3004	2444	2379
LOC100996442	128	65	96
LOC101929017	203	158	162
MMACHC	1884	1587	1540
FGA	1	0	0
FGG	1	1	1
LOC101927965	28	18	23
LRAT	6589	5666	5478
RBM46	92	79	59
NPY2R	125	107	126
MAP9	4606	4573	4085
PRDX1	67445	55866	61016
GUCY1A3	28	16	18
GUCY1B3	390	363	367
ASIC5_variant1	0	0	0
TDO2_variant1	4	2	2
CTSO_variant1	287	256	223
LOC100505784	0	0	0
PDGFC	294	301	279
GLRB	277	214	209
GRIA2	0	3	0
LOC340017	0	0	0
FAM198B	1	0	0
LOC101928007	0	0	0
AKR1A1	22790	18424	19729
TMEM144	666	593	582
RXFP1	1	3	5
C4orf46	10321	9331	9184
ETFDH	1696	1328	1411
PPID	10540	9269	9583
FNIP2	2549	2018	2067
LOC101928028	0	0	0
C4orf45	3	2	2
NASP	130213	106489	114728
PSME2P3	3	0	1
FABP5P12	0	0	0
RAPGEF2	14364	11861	11823
MIR3688-1	0	0	0
MIR3688-2	0	0	0
FSTL5	7	14	10
LOC101928052	0	0	0
CCDC17	199	185	143
MIR4454	0	0	0
LOC101928081	47	49	31
NAF1	1045	930	1013
NPY1R	1614	1558	1515
NPY5R	320	298	312
TKTL2	1	0	0
TMA16	6616	6508	6089
MARCH1	848	874	604
GPBP1L1	27187	23891	23812
ANP32C	0	0	0
LOC100505989	55	41	48
LOC100506013	976	913	893
RPL26P16	1	1	3
LOC101059914	0	0	0
RPS15AP10	136	99	90
NACA3P	2	3	2
TRIM61	1639	1466	1436
FAM218A	510	508	428
RPL21P51	23	23	30
TRIM60	1	3	0
RPL7AP16	152	136	138
TMEM192	3119	2786	2741
KLHL2	2501	2217	2246
GK3P	27	24	21
MSMO1	8290	7438	7574
CPE	5922	5035	5106
MIR578	0	0	0
HADHAP1	7	3	8
LOC402191	0	0	0
TMEM69	4812	4028	4047
LOC101928151	60	47	40
LOC101928131	8	14	15
TLL1	14	20	9
SPOCK3	21	21	18
ANXA10	0	0	0
DDX60	3293	3103	2922
DDX60L	617	563	538
LOC100506504	308	237	213
IPP	1840	1640	1738
PALLD	9416	8136	8010
RPL9P16	5	7	4
LOC101928172	46	45	41
CBR4	7426	7267	7022
SH3RF1	6298	5124	5332
RPL6P12	2	4	3
NEK1	5555	4981	4869
CLCN3	16166	14863	14627
RPL6P1	1	1	0
C4orf27	7428	6824	7247
LOC100506085	123	98	93
MFAP3L	2196	1931	1979
LOC101928198	1	0	0
AADAT	1187	1022	1013
LOC101928223	18	16	19
LOC100506107	0	0	0
MAST2	4614	3623	3772
LOC100506122	0	0	0
LOC101929135	0	0	0
LOC101928288	15	11	18
LOC441052	1	2	3
GALNTL6	3	1	1
LOC101928314	0	0	0
GALNT7	12371	11543	11919
MIR548T	0	0	0
HMGB2	86373	79558	76989
TMA16P2	14	14	16
SAP30	2997	2791	2541
LOC101928383	12	10	6
SCRG1	8	5	6
RPL5P11	3	5	5
LOC101928409	11	16	18
LOC101928439	0	0	0
HAND2	20	6	5
HAND2-AS1	2	0	0
PIK3R3	13446	10998	12477
LOC101928478	5	4	3
LOC101928509	6	3	3
FBXO8	1776	1660	1671
CEP44	5739	5513	5338
MIR4276	0	0	0
HPGD	7	7	3
GLRA3	9	6	6
LOC101928551	6	8	6
ADAM29	3	7	0
LOC101929626	0	3	4
TSEN2P1	0	0	0
GPM6A	273	265	218
LOC101928590	0	0	0
WDR17	964	810	840
SPATA4	6	4	13
ASB5	1	1	0
TSPAN1	6	6	12
SPCS3	25092	23937	23196
VEGFC	110	93	104
NEIL3	1972	1874	1884
AGA	1526	1319	1345
LOC285500	1	10	5
LOC285501	0	2	0
LOC101928656	0	1	0
RPL19P8	0	0	1
POMGNT1	9280	7641	8007
LINC00290	1	0	0
LOC101928679	1	6	3
LOC101928703	43	23	24
MGC45800	1915	1637	1543
TENM3	29263	24588	23489
MIR1305	0	0	0
DCTD	8875	7468	8126
LURAP1	326	254	275
FAM92A1P2	10	17	8
WWC2-AS2	497	411	418
WWC2	19209	16909	16377
LOC101928734	4	2	0
CLDN22	0	0	0
CLDN24	10	17	9
CDKN2AIP	5127	4498	4582
RAD54L	4192	3149	3413
VTI1BP2	29	13	25
LOC389247	67	58	51
ING2	3019	2577	2626
RWDD4	4965	4766	4563
TRAPPC11	15582	14698	14577
LOC101928783	423	293	373
LOC101929169	12	6	10
STOX2	6064	4894	4943
ENPP6	34	18	19
C1orf86	4824	3986	4284
LRRC41	9566	7495	7855
LOC391722	1	1	3
LOC728175	6	5	10
IRF2	1927	1630	1607
CASP3	7804	6752	7192
CCDC111	1264	1126	1286
MLF1IP	22692	20205	20856
ACSL1	94	81	95
SLED1	0	0	0
UQCRH	31595	26394	28639
LOC731424	314	282	246
MIR3945	0	0	0
LOC100506229	0	0	0
MIR4455	0	0	0
LOC101928810	0	0	0
HELT	0	0	0
LOC101928877	0	0	0
LOC101928905	0	0	0
SLC25A4	4894	4178	4417
KIAA1430	16292	15830	14315
NSUN4	1821	1605	1624
SNX25	4967	4502	4269
LRP2BP	389	353	317
ANKRD37	375	326	361
UFSP2	5239	4630	4724
C4orf47	500	539	465
CCDC110	323	358	350
PDLIM3	1290	1095	999
SORBS2	1446	1177	1140
LOC101928929	0	0	0
TLR3	242	212	216
FAAH	994	793	918
