DDX11L1	31	28	21
WASH7P	947	1572	1112
LOC100996442	82	74	45
LOC101929017	89	141	90
MMACHC	943	1417	1112
FGA	0	0	0
FGG	2	7	2
LOC101927965	6	17	31
LRAT	3772	5977	7179
RBM46	31	38	38
NPY2R	125	151	123
MAP9	2666	3339	4178
PRDX1	64217	92595	65435
GUCY1A3	3	0	1
GUCY1B3	137	207	252
ASIC5_variant1	0	0	0
TDO2_variant1	1	0	0
CTSO_variant1	63	80	58
LOC100505784	0	0	0
PDGFC	232	323	262
GLRB	34	51	43
GRIA2	32	3	1
LOC340017	0	0	1
FAM198B	1	1	0
LOC101928007	0	0	0
AKR1A1	8083	12644	9071
TMEM144	451	599	570
RXFP1	40	53	37
C4orf46	3483	4992	4349
ETFDH	1116	1552	1387
PPID	5245	7514	6816
FNIP2	1488	2251	2644
LOC101928028	0	0	0
C4orf45	1	1	1
NASP	10305	22361	61625
PSME2P3	1	0	0
FABP5P12	1	0	0
RAPGEF2	7792	10918	9787
MIR3688-1	0	0	0
MIR3688-2	0	0	0
FSTL5	34	47	41
LOC101928052	0	0	0
CCDC17	100	166	121
MIR4454	0	0	0
LOC101928081	27	28	39
NAF1	695	1261	1810
NPY1R	799	1079	874
NPY5R	86	139	118
TKTL2	0	1	1
TMA16	3425	4754	4644
MARCH1	740	819	574
GPBP1L1	9553	13717	11281
ANP32C	0	2	0
LOC100505989	17	53	33
LOC100506013	12031	15537	12485
RPL26P16	5	3	2
LOC101059914	3	0	0
RPS15AP10	20	43	38
NACA3P	0	2	2
TRIM61	847	1238	1211
FAM218A	236	282	223
RPL21P51	21	14	16
TRIM60	2	1	2
RPL7AP16	53	59	55
TMEM192	1060	1555	1827
KLHL2	1165	1783	1803
GK3P	13	12	10
MSMO1	14331	18945	14521
CPE	2059	2814	2337
MIR578	0	0	0
HADHAP1	9	8	9
LOC402191	0	0	0
TMEM69	3072	4288	2672
LOC101928151	17	57	55
LOC101928131	7	18	10
TLL1	64	87	70
SPOCK3	18	9	12
ANXA10	0	5	2
DDX60	518	704	612
DDX60L	66	90	93
LOC100506504	114	161	123
IPP	278	378	562
PALLD	5277	7896	12782
RPL9P16	0	5	1
LOC101928172	56	73	81
CBR4	1713	2694	2963
SH3RF1	1521	2477	2618
RPL6P12	2	5	0
NEK1	1002	1498	3021
CLCN3	4740	7430	8579
RPL6P1	0	0	0
C4orf27	1125	1926	2291
LOC100506085	129	173	150
MFAP3L	811	1080	874
LOC101928198	0	0	1
AADAT	540	832	916
LOC101928223	16	25	30
LOC100506107	0	0	0
MAST2	1895	3282	4434
LOC100506122	2	5	2
LOC101929135	0	0	0
LOC101928288	36	47	54
LOC441052	4	5	4
GALNTL6	6	9	14
LOC101928314	0	0	0
GALNT7	8954	12709	17702
MIR548T	0	0	0
HMGB2	22260	32179	27063
TMA16P2	7	12	12
SAP30	911	1335	1122
LOC101928383	0	1	2
SCRG1	2	5	4
RPL5P11	0	1	0
LOC101928409	1	2	2
LOC101928439	0	0	0
HAND2	2	0	0
HAND2-AS1	0	0	1
PIK3R3	1116	1808	2194
LOC101928478	0	2	1
LOC101928509	3	4	6
FBXO8	628	836	637
CEP44	1579	2176	2296
MIR4276	0	0	0
HPGD	62	95	85
GLRA3	5	8	4
LOC101928551	0	5	3
ADAM29	4	4	1
LOC101929626	2	1	1
TSEN2P1	0	0	0
GPM6A	219	253	214
LOC101928590	0	0	0
WDR17	577	686	722
SPATA4	5	4	2
ASB5	0	2	1
TSPAN1	1	5	5
SPCS3	10516	13541	15407
VEGFC	65	112	96
NEIL3	886	1289	1209
AGA	1160	1552	1094
LOC285500	1	3	0
LOC285501	1	2	0
LOC101928656	1	0	0
RPL19P8	1	0	0
POMGNT1	3325	5329	3574
LINC00290	0	0	1
LOC101928679	1	1	2
LOC101928703	22	48	30
MGC45800	816	1173	885
TENM3	4678	8191	10881
MIR1305	0	0	0
DCTD	3371	5325	4644
LURAP1	225	328	259
FAM92A1P2	5	6	6
WWC2-AS2	180	248	157
WWC2	12837	18691	20251
LOC101928734	4	1	1
CLDN22	0	0	0
CLDN24	4	10	6
CDKN2AIP	1405	2123	2512
RAD54L	1322	2064	2265
VTI1BP2	9	8	2
LOC389247	9	26	16
ING2	766	1089	1363
RWDD4	3150	4051	3318
TRAPPC11	4624	6746	5808
LOC101928783	129	222	197
LOC101929169	32	39	31
STOX2	740	1093	989
ENPP6	8	32	41
C1orf86	1005	1686	1845
LRRC41	5071	7334	4084
LOC391722	5	2	3
LOC728175	3	5	5
IRF2	1053	1513	1104
CASP3	15744	21468	18655
CCDC111	324	424	454
MLF1IP	16771	21840	17887
ACSL1	500	722	893
SLED1	0	0	1
UQCRH	19996	28742	19758
LOC731424	159	274	168
MIR3945	0	0	0
LOC100506229	0	0	0
MIR4455	0	0	0
LOC101928810	0	0	0
HELT	2	1	3
LOC101928877	0	0	0
LOC101928905	0	0	0
SLC25A4	4612	7238	5898
KIAA1430	7220	9542	9077
NSUN4	839	1356	1278
SNX25	2285	3129	2351
LRP2BP	100	147	120
ANKRD37	40	75	53
UFSP2	2687	3847	3192
C4orf47	78	73	96
CCDC110	168	187	271
PDLIM3	1411	1858	1408
SORBS2	1265	1856	1834
LOC101928929	0	0	0
TLR3	171	196	177
FAAH	493	788	527
FAM149A	759	1037	767
FLJ38576	25	59	47
CYP4V2	630	898	694
KLKB1	925	1310	986
F11	16	23	25
LOC285441	1	3	3
SLC25A5P6	0	0	0
MTNR1A	17	22	32
FAT1	35930	51016	42049
LOC729041	11	5	12
LOC339975	6	4	5
LOC100652955	0	0	0
LOC100506272	0	0	0
ZFP42	24394	33685	25465
TRIML2	970	1306	942
TRIML1	1	0	0
LOC101929651	1	5	2
RPL7AP27	1	0	0
LOC401164	113	160	106
HSP90AA4P	2	2	15
LOC101928971	2	0	0
FRG1_variant1	1296	1794	1350
TUBB7P_variant1	0	0	0
DUX4L9_variant1	0	0	1
DMBX1	0	7	6
FRG2_variant2	0	0	0
DUX2_variant1	0	0	0
DUX4L7_variant2	0	0	0
DUX4L6_variant1	0	0	0
DUX4L5_variant2	0	0	0
DUX4L4_variant2	0	0	0
MKNK1-AS1	15	13	21
DUX4_variant1	0	0	0
DUX4L3_variant2	0	0	0
DUX4L2_variant1	0	0	0
MGC39584	0	4	3
LOC100996703	1	0	0
LOC101926992	0	0	0
MAFIP	1	4	3
PLEKHG4B	2819	4012	3090
KNCN	1	0	0
LRRC14B	3	0	4
CCDC127	968	1536	1512
SDHA	3283	5991	5741
PDCD6	5376	8021	5656
LOC100421419	23	12	7
AHRR	135	178	123
LOC100310782	0	0	0
C5orf55	207	281	208
EXOC3	2158	3509	3157
PP7080	453	676	531
MKNK1	390	681	757
SLC9A3	37	47	54
LOC100288152	313	448	332
MIR4456	0	0	0
LOC100996325	3	7	5
CEP72	1218	1871	1721
TPPP	240	340	264
ZDHHC11B	25	35	34
LOC101928768	78	142	68
ZDHHC11	351	458	360
SKI	1327	2328	5225
LOC101929673	2	1	3
BRD9	2485	4008	4245
TRIP13	3896	6071	5466
LOC100506688	41	62	37
NKD2	151	364	253
SLC12A7	976	1684	3549
MIR4635	0	0	0
LOC101928793	170	196	260
LOC101928857	1	0	3
SLC6A19	0	2	2
SLC6A18	1	1	1
MOB3C	660	1083	905
TERT	716	1102	722
MIR4457	0	0	0
CLPTM1L	6767	11073	8951
LOC101928884	18	11	33
LOC100506791	0	1	3
SLC6A3	13	31	22
LPCAT1	9362	17392	23515
SDHAP3	294	491	346
LOC728613	323	496	382
LOC100132773	0	2	3
ATPAF1	4601	6449	5572
MIR4277	0	0	0
LOC101929003	1	1	1
MRPL36	1405	2382	2063
NDUFS6	2725	5100	6601
LOC101929034	0	0	0
IRX4	164	268	220
LOC101929056	1	2	2
LOC101929081	1	2	1
LOC101929108	5	16	13
LOC100506858	0	0	0
TEX38	0	2	4
IRX2	4570	6686	4995
C5orf38	66	108	70
LINC01019	1	1	0
IRX1	116	146	93
LOC101929153	0	0	0
LINC01020	0	0	0
LOC101929176	83	142	153
ADAMTS16	1334	2031	1699
EFCAB14-AS1	1	2	5
LOC101929200	62	105	53
KIAA0947	10438	15242	15751
LOC101929214	0	0	0
FLJ33360	5	4	4
MED10	194	404	1030
UBE2QL1	57	81	67
LINC01018	86	89	79
NSUN2	8352	14574	15370
SRD5A1	2527	3606	2966
EFCAB14	5818	7772	5534
LOC100505625	1	2	1
PAPD7	894	1637	1979
MIR4278	0	0	0
LOC101929232	14	20	15
LOC442132	0	2	4
LOC101929261	0	0	0
ADCY2	2296	3500	3117
C5orf49	32	64	54
LOC101929349	0	0	0
MTRR	3950	5648	4577
FASTKD3	947	1453	1269
LOC729506	0	0	0
MIR4458HG	0	0	1
MIR4458	0	0	0
LOC101929307	0	0	0
LOC101929284	0	0	0
SEMA5A	522	858	863
CYP4B1	1	1	2
MIR4636	0	0	0
LOC101929338	1	4	2
SNHG18	313	411	311
SNORD123	0	0	0
LOC101929359	0	0	0
TAS2R1	0	1	0
LOC285692	0	0	1
FAM173B	1156	1675	1347
CCT5	65088	91721	63437
CMBL	457	671	1062
CYP4Z2P	0	0	0
MARCH6	8702	12250	12577
ROPN1L-AS1	1	4	1
ROPN1L	29	45	20
LOC101929379	0	0	1
RPL30P7	0	0	0
LOC101929412	2	2	3
LOC389273	0	0	0
ANKRD33B	5469	8387	12931
DAP	572	1057	2763
LOC100533627	0	0	0
CTNND2	563	940	1198
CT49	1	0	0
RPL29P13	2	1	1
DNAH5	618	899	903
TRIO	20329	28454	23608
FAM105A	797	1153	1120
MORN1	314	537	358
CYP4A11	14	10	16
FAM105B	3798	5319	4681
ANKH	291	464	473
LOC100130744	94	181	120
MIR4637	0	0	0
LOC101929454	0	0	0
CYP4X1	244	335	288
FBXL7	1101	1580	1354
LOC101929472	0	4	2
MIR887	0	0	0
MARCH11	1	8	9
LOC101929505	2	3	0
ZNF622	3255	5060	3660
FAM134B	294	446	399
LOC101929524	159	261	211
MYO10	10307	17992	22826
LOC285696	66	73	64
BASP1	6151	8733	7170
CYP4Z1	2	5	2
LOC646012	0	0	0
FTH1P10	0	1	0
LOC401177	0	0	0
LOC101929544	0	0	0
gene10435	0	0	0
LOC100533626	0	0	0
LOC646241	0	0	0
CYP4A22	4	1	0
CDH18	30	29	25
GUSBP1	835	1147	795
LOC100506217	65	119	78
CDH12	17	35	29
HSPD1P1	10	11	13
PMCHL1	0	0	0
LOC101929617	0	0	0
PRDM9	0	0	1
LOC503540	0	1	1
CDH10	9	14	13
LOC340107	0	0	0
LINC00853	1	5	1
MSNP1	1	1	0
CDH9	27	53	34
LINC01021	148	237	236
LSP1P3	0	0	0
SUCLG2P4	0	0	0
LOC101929645	6	4	4
LOC101929660_variant1	0	0	0
PDZK1IP1	0	0	0
LOC101929681	0	0	0
RPL19P11	8	3	0
CDH6	188	261	232
DROSHA	3594	5932	7322
C5orf22	3325	5010	5029
TAL1	18	29	13
PDZD2	571	815	829
RPL9P17	4	6	3
RPL21P56	8	10	5
RPL5P14	0	0	0
MIR4279	0	0	0
GOLPH3	6704	10286	10553
RPL27P10	0	3	4
MTMR12	5862	10212	12081
ZFR	16691	23338	20335
LOC100129534	137	203	128
STIL	5639	7672	5306
MIR579	0	0	0
SUB1	20132	24310	21838
NPR3	15	19	25
LOC340113	0	0	0
RPS8P8	8	7	5
TARS	38601	56405	47090
ADAMTS12	1669	2837	2987
CMPK1	2840	3835	3988
RXFP3	3	6	16
SLC45A2	2	2	3
PSMC6P3	0	1	2
C1QTNF3-AMACR	4	51	33
AMACR	1097	1576	1357
C1QTNF3	30	35	30
LOC646652	313	428	409
RAI14	12751	18357	18197
FOXE3	6	10	10
LOC101929704	27	43	25
TTC23L	27	32	19
RAD1	3523	5328	5081
BRIX1	4766	7210	7376
DNAJC21	5026	7275	7658
AGXT2	0	0	0
PRLR	327	515	389
SPEF2	109	145	117
IL7R	22	37	28
FOXD2-AS1	5	6	9
CAPSL	4	4	5
LOC100506406	0	0	0
UGT3A1	267	381	258
UGT3A2	1747	2996	2458
LMBRD2	886	1095	1010
MIR580	0	0	0
SKP2	8710	12555	10707
NADK2	2484	3543	3498
RANBP3L	7	6	5
FOXD2	8	5	4
SLC1A3	732	1035	868
LOC646719	971	1204	1023
NIPBL	2618	2943	11673
KRT18P31	36	43	48
C5orf42	2634	3339	2797
RPS4XP6	0	1	3
OFD1P17	10	14	8
NUP155	17684	23375	16878
RPL21P24	0	0	0
