DDX11L1	22	23	32
WASH7P	1686	1772	1403
LOC100996442	115	124	130
LOC101929017	118	171	119
MMACHC	1746	1784	1512
FGA	0	0	0
FGG	4	2	0
LOC101927965	44	44	39
LRAT	24852	22451	14291
RBM46	101	112	79
NPY2R	40	30	22
MAP9	4148	3950	2290
PRDX1	145380	134284	70966
GUCY1A3	2	1	0
GUCY1B3	454	440	315
ASIC5_variant1	0	0	0
TDO2_variant1	0	2	1
CTSO_variant1	67	63	34
LOC100505784	0	0	0
PDGFC	262	272	146
GLRB	71	77	45
GRIA2	0	1	1
LOC340017	0	1	0
FAM198B	2	4	0
LOC101928007	0	0	0
AKR1A1	18982	18252	10949
TMEM144	480	340	201
RXFP1	37	22	22
C4orf46	7558	6561	3807
ETFDH	2372	2099	1464
PPID	11060	10067	6208
FNIP2	3180	2828	1972
LOC101928028	0	0	0
C4orf45	0	1	1
NASP	120382	119390	96592
PSME2P3	1	2	1
FABP5P12	0	0	0
RAPGEF2	12833	11535	8879
MIR3688-1	0	0	0
MIR3688-2	0	0	0
FSTL5	46	64	32
LOC101928052	2	1	2
CCDC17	129	173	150
MIR4454	0	0	0
LOC101928081	57	67	40
NAF1	930	1051	1882
NPY1R	3126	2853	1703
NPY5R	399	324	145
TKTL2	0	2	0
TMA16	8416	7558	4126
MARCH1	426	454	298
GPBP1L1	21128	20177	13522
ANP32C	0	0	1
LOC100505989	28	51	59
LOC100506013	15767	13725	7937
RPL26P16	9	8	4
LOC101059914	2	3	0
RPS15AP10	60	70	76
NACA3P	1	1	2
TRIM61	1854	1844	1164
FAM218A	228	246	155
RPL21P51	15	22	6
TRIM60	1	1	1
RPL7AP16	89	115	76
TMEM192	2248	2202	1525
KLHL2	2066	1950	1139
GK3P	19	8	10
MSMO1	41217	36076	20512
CPE	3666	3334	1996
MIR578	0	0	0
HADHAP1	11	9	8
LOC402191	0	0	0
TMEM69	5234	4651	3032
LOC101928151	42	45	50
LOC101928131	19	15	14
TLL1	195	177	105
SPOCK3	30	31	12
ANXA10	8	2	3
DDX60	453	332	222
DDX60L	49	31	35
LOC100506504	186	194	219
IPP	631	562	383
PALLD	3849	3627	2678
RPL9P16	0	0	0
LOC101928172	53	81	51
CBR4	5406	5122	3105
SH3RF1	3230	3013	2331
RPL6P12	2	1	3
NEK1	2996	2916	2531
CLCN3	9162	8711	5733
RPL6P1	0	0	0
C4orf27	4220	3922	2283
LOC100506085	226	289	227
MFAP3L	1462	1396	989
LOC101928198	0	0	0
AADAT	909	979	700
LOC101928223	36	29	7
LOC100506107	0	0	0
MAST2	6435	6400	5863
LOC100506122	0	2	2
LOC101929135	0	0	0
LOC101928288	84	105	33
LOC441052	15	10	7
GALNTL6	17	22	9
LOC101928314	1	0	0
GALNT7	21544	20137	14112
MIR548T	0	0	0
HMGB2	30289	26992	16545
TMA16P2	17	20	9
SAP30	2481	2407	1455
LOC101928383	3	6	1
SCRG1	4	2	0
RPL5P11	3	0	0
LOC101928409	3	1	1
LOC101928439	0	0	0
HAND2	1	0	0
HAND2-AS1	0	0	0
PIK3R3	6913	6783	4512
LOC101928478	1	1	1
LOC101928509	3	8	6
FBXO8	1013	919	539
CEP44	3061	2889	1475
MIR4276	0	0	0
HPGD	246	177	122
GLRA3	7	5	4
LOC101928551	3	2	4
ADAM29	1	2	1
LOC101929626	6	0	5
TSEN2P1	0	0	0
GPM6A	553	436	254
LOC101928590	2	0	0
WDR17	907	873	528
SPATA4	2	2	3
ASB5	1	0	0
TSPAN1	3	4	1
SPCS3	23500	20845	11545
VEGFC	100	86	74
NEIL3	1847	1699	1065
AGA	1448	1279	705
LOC285500	0	3	1
LOC285501	2	1	0
LOC101928656	2	1	1
RPL19P8	2	0	0
POMGNT1	5759	5507	3960
LINC00290	1	0	1
LOC101928679	2	0	1
LOC101928703	20	31	13
MGC45800	1703	1751	1264
TENM3	16940	15525	18240
MIR1305	0	0	0
DCTD	6785	6292	4084
LURAP1	454	475	321
FAM92A1P2	5	15	6
WWC2-AS2	264	265	152
WWC2	25971	24856	16225
LOC101928734	4	4	0
CLDN22	0	0	0
CLDN24	6	9	3
CDKN2AIP	3970	3678	2253
RAD54L	4117	4371	3659
VTI1BP2	15	8	15
LOC389247	29	31	22
ING2	2271	2302	1530
RWDD4	5475	4756	2509
TRAPPC11	8394	7636	4677
LOC101928783	346	369	283
LOC101929169	16	17	12
STOX2	5091	4666	3633
ENPP6	45	53	25
C1orf86	3544	3623	2884
LRRC41	7351	7094	4661
LOC391722	5	4	2
LOC728175	6	3	7
IRF2	1172	1098	752
CASP3	17562	15793	8617
CCDC111	507	405	231
MLF1IP	27476	24997	13837
ACSL1	4619	4161	2508
SLED1	6	5	5
UQCRH	41935	39220	19903
LOC731424	246	304	226
MIR3945	0	0	0
LOC100506229	0	0	0
MIR4455	0	0	0
LOC101928810	0	0	0
HELT	1	0	0
LOC101928877	0	0	0
LOC101928905	0	0	0
SLC25A4	8495	7925	5007
KIAA1430	12201	11194	6310
