DDX11L1	44	77	47
WASH7P	1532	1630	1644
LOC100996442	283	240	239
LOC101929017	236	246	186
MMACHC	1332	1353	1408
FGA	1	3	1
FGG	16	21	18
LOC101927965	54	53	47
LRAT	27726	29107	30256
RBM46	141	150	137
NPY2R	76	81	89
MAP9	3147	3484	3582
PRDX1	72842	79817	88348
GUCY1A3	6	7	11
GUCY1B3	283	282	360
ASIC5_variant1	0	0	0
TDO2_variant1	8	6	7
CTSO_variant1	170	183	193
LOC100505784	0	0	0
PDGFC	273	277	291
GLRB	41	49	34
GRIA2	6	4	3
LOC340017	0	1	1
FAM198B	24	28	24
LOC101928007	0	0	0
AKR1A1	13244	13845	15003
TMEM144	771	883	876
RXFP1	153	159	143
C4orf46	4560	4967	5262
ETFDH	1032	985	1095
PPID	8392	9091	9798
FNIP2	2306	2315	2498
LOC101928028	0	0	0
C4orf45	1	3	1
NASP	64763	66989	67189
PSME2P3	0	1	1
FABP5P12	0	0	0
RAPGEF2	9183	9397	9718
MIR3688-1	0	0	0
MIR3688-2	0	0	0
FSTL5	53	61	74
LOC101928052	1	1	0
CCDC17	164	154	112
MIR4454	0	0	0
LOC101928081	106	124	92
NAF1	885	847	827
NPY1R	1317	1369	1624
NPY5R	276	307	298
TKTL2	4	3	3
TMA16	5084	5654	6027
MARCH1	1049	1164	1084
GPBP1L1	13166	13841	14438
ANP32C	0	2	0
LOC100505989	109	100	82
LOC100506013	4529	5172	5406
RPL26P16	0	1	0
LOC101059914	1	2	1
RPS15AP10	85	89	70
NACA3P	2	1	0
TRIM61	1333	1427	1556
FAM218A	434	483	505
RPL21P51	11	11	18
TRIM60	5	8	1
RPL7AP16	86	100	89
TMEM192	1924	1932	2162
KLHL2	1903	2145	2085
GK3P	73	55	59
MSMO1	14294	15575	17185
CPE	1823	1981	2106
MIR578	0	0	0
HADHAP1	68	80	44
LOC402191	0	0	0
TMEM69	2241	2417	2594
LOC101928151	94	117	103
LOC101928131	25	32	28
TLL1	129	110	129
SPOCK3	48	62	39
ANXA10	1	7	4
DDX60	1293	1441	1543
DDX60L	133	164	154
LOC100506504	224	218	169
IPP	572	560	627
PALLD	6394	6425	6384
RPL9P16	2	5	4
LOC101928172	107	129	90
CBR4	4341	4723	4948
SH3RF1	3514	3442	3440
RPL6P12	5	8	6
NEK1	2905	2990	3034
CLCN3	11907	12449	13289
RPL6P1	0	1	0
C4orf27	2387	2723	2942
LOC100506085	463	410	371
MFAP3L	645	688	687
LOC101928198	0	1	0
AADAT	1000	971	1145
LOC101928223	86	93	103
LOC100506107	0	0	0
MAST2	3313	3262	3081
LOC100506122	3	4	5
LOC101929135	0	0	0
LOC101928288	73	65	85
LOC441052	12	22	30
GALNTL6	20	23	23
LOC101928314	0	0	0
GALNT7	12612	13698	14606
MIR548T	0	0	0
HMGB2	42017	47482	48796
TMA16P2	16	19	20
SAP30	1152	1151	1250
LOC101928383	2	6	5
SCRG1	1	3	1
RPL5P11	2	3	1
LOC101928409	0	1	2
LOC101928439	0	2	0
HAND2	15	11	7
HAND2-AS1	2	2	2
PIK3R3	3454	3568	3704
LOC101928478	1	0	1
LOC101928509	26	11	16
FBXO8	1007	1123	1160
CEP44	3294	3659	4008
MIR4276	0	0	0
HPGD	57	60	60
GLRA3	28	16	23
LOC101928551	7	13	8
ADAM29	2	0	1
LOC101929626	9	7	6
TSEN2P1	0	0	0
GPM6A	362	409	447
LOC101928590	1	0	1
WDR17	825	884	849
SPATA4	2	0	4
ASB5	6	1	3
TSPAN1	12	11	9
SPCS3	17697	19384	20281
VEGFC	87	86	97
NEIL3	1029	1165	1204
AGA	1423	1407	1575
LOC285500	1	1	5
LOC285501	2	2	2
LOC101928656	1	2	0
RPL19P8	1	0	2
POMGNT1	3422	3647	3987
LINC00290	0	0	0
LOC101928679	4	10	6
LOC101928703	38	39	24
MGC45800	1070	966	1034
TENM3	8576	8378	8148
MIR1305	0	0	0
