chr2	10468	10968	2	2
chr2	11198	11766	19	27
chr17	13081	13581	13	4
chr17	14398	14898	6	8
chr17	20202	20702	0	1
chr17	30000	30874	34	25
chr17	31960	32623	17	12
chr2	38228	38728	11	8
chr2	45417	45917	13	18
chr17	48973	49473	12	5
chr17	49958	50638	10	4
chr17	54540	55388	4	8
chr2	64877	65573	22	13
chr17	65340	66402	42	26
chr9	72939	73632	15	4
chr2	80227	80834	22	20
chr5	90916	91486	15	15
chr5	91786	93029	71	62
chr5	94044	94544	0	8
chr7	96838	97451	30	28
chr5	102710	103409	8	2
chr5	106707	107207	2	0
chr4	107337	107837	1	2
chr5	111318	111818	6	3
chr9	113369	113983	16	10
chr9	114412	114912	4	2
chr16	115597	116240	14	6
chr7	119608	120237	16	10
chr10	119746	120264	10	6
chr7	120533	121604	19	14
chr16	121201	121864	34	20
chr7	121434	121934	15	7
chr16	121486	121986	25	22
chr4	125329	125829	8	12
chr5	128400	128900	7	2
chr5	129308	130288	12	4
chr7	131183	131725	24	10
chr16	134114	134614	8	8
chr7	139136	140080	20	12
chr5	141985	142485	7	2
chr16	146793	147293	14	18
chr2	151693	152264	20	19
chr5	154163	154729	8	8
chr7	156300	156869	20	6
chr5	158984	159543	20	2
chr5	162197	162697	0	4
chr5	167700	168501	5	7
chr17	170605	171279	36	28
chr7	173172	173672	6	8
chr17	173363	173863	2	3
chr10	180962	182423	83	71
chr17	183769	184316	8	8
chr17	185240	185740	2	12
chr5	186922	187422	9	7
chr7	187084	187584	8	3
chr12	187134	187642	3	4
chr5	188632	189310	30	18
chr7	188814	189598	33	33
chr7	191820	192465	46	19
chr7	193597	194833	40	24
chr18	195530	196030	2	4
chr17	198494	198994	6	0
chr5	200446	200946	2	8
chr16	204144	204945	22	20
chr4	207215	207715	8	4
chr7	207389	208196	14	6
chr12	207902	208611	18	13
chr11	208345	209136	33	18
chr12	211297	211797	9	10
chr12	212168	212708	20	16
chr12	213892	214660	10	4
chr9	214692	215335	103	57
chr16	214925	215465	26	20
chr8	215411	216088	26	8
chr12	219049	219549	2	4
chr6	219724	220251	10	8
chr7	220373	221064	24	10
chr9	222739	223239	2	4
chr6	223039	223539	7	0
chr8	224204	224704	12	4
chr17	227798	228298	0	2
chr16	230898	231688	48	37
chr17	232213	232808	11	14
chr17	233797	234297	12	10
chr3	234080	234633	9	4
chr17	234947	236319	47	30
chr6	235879	236417	12	7
chr17	235919	236446	31	27
chr6	236075	236740	10	10
chr17	236304	236975	21	15
chr6	236574	237074	0	3
chr3	239530	240165	34	12
chr6	240299	240799	7	6
chr20	247324	248026	28	22
chr12	247862	248758	20	22
chr12	248891	249391	10	18
chr11	250544	251176	8	8
chr12	252023	252523	14	8
chr12	253117	253617	12	5
chr3	258803	259303	5	6
chr20	258910	260248	32	25
chr12	262137	262797	22	22
chr19	267074	267686	27	11
chr11	267812	268312	6	9
chr11	268785	269328	18	10
chr3	271494	271994	6	6
chr17	271995	272718	8	5
chr17	276867	277766	6	6
chr19	277614	278212	16	4
chr12	278262	278762	9	8
chr20	278885	279385	14	4
chr12	279261	279910	5	11
chr19	280559	281065	14	4
chr20	280912	281412	19	2
chr20	281513	282267	43	14
chr11	282676	283176	2	6
chr20	282850	283359	4	3
chr11	284025	284525	9	6
chr2	284106	284786	14	10
chr16	285093	285738	28	24
chr11	287865	288476	10	2
chr12	288258	288758	23	17
chr2	288853	290173	22	22
chr19	289719	290219	30	21
chr2	289724	290224	12	14
chr19	289747	290247	28	23
chr2	289904	290404	10	9
chr19	290192	290926	67	53
chr20	290661	291439	53	28
chr11	291330	291967	19	10
chr19	294897	295575	33	14
chr11	296892	297392	6	7
chr11	297701	298268	4	2
chr12	297914	298529	42	37
chr11	298174	298674	3	8
chr4	298918	299583	25	20
chr11	300146	300817	16	12
chr11	304459	304959	3	2
chr18	304613	305276	36	20
chr20	304810	305336	64	59
chr18	304845	305345	36	19
chr20	304858	305358	64	56
chr18	304893	305393	36	18
chr20	304895	305395	63	56
chr18	304897	305412	37	18
chr11	304981	305728	22	29
chr5	305327	305827	2	2
chr11	305447	306130	20	22
chr11	306755	307255	11	4
chr20	306811	308233	112	73
chr2	309106	309833	68	28
chr20	311068	311568	14	8
chr18	312275	312841	6	8
chr11	314874	315374	5	8
chr11	315811	316482	17	4
chr5	317013	317575	10	21
chr2	317257	317757	10	4
chr5	317265	317829	12	23
chr2	317443	318102	13	10
chr16	319270	319770	11	6
chr5	320724	322132	89	71
chr11	326387	326887	4	4
chr9	326427	326927	14	19
chr11	326461	326961	4	4
chr9	326489	326992	16	22
chr20	328125	328947	69	70
chr16	328788	329288	8	7
chr12	328866	329508	52	26
chr11	329203	329984	7	2
chr4	330075	330884	59	39
chr9	331086	331586	26	21
chr11	334053	334907	26	27
chr8	334715	335215	2	2
chr20	335039	335711	24	12
chr12	338706	339206	15	27
chr5	343943	344536	14	14
chr19	348188	348688	8	7
chr11	350885	351385	16	4
chr20	352449	352988	4	5
chr11	355776	356432	41	22
chr20	362253	363123	16	14
chr11	364247	364929	6	22
chr11	368345	368919	24	10
chr5	373305	374346	50	43
chr18	376949	377576	26	23
chr20	380851	381383	13	6
chr11	390021	390521	2	2
chr6	392845	393838	35	22
chr11	396380	397348	15	12
chr5	398630	399130	11	14
chr5	399692	400467	68	59
chr20	401327	402268	6	0
chr11	406649	408075	66	32
chr6	408655	409159	17	11
chr16	409275	409775	4	4
chr11	409305	410251	22	13
chr16	409991	410491	1	0
chr16	411928	412619	26	16
chr19	412173	412673	25	23
chr16	412181	412735	24	12
chr19	412290	412790	25	28
chr16	412938	413438	3	10
chr16	413879	414379	8	4
chr20	414808	415679	18	26
chr5	415633	416319	16	4
chr11	415822	416861	20	26
chr19	417508	418220	16	21
chr8	417834	418685	6	2
chr16	421533	422033	6	2
chr16	429001	429542	37	22
chr8	429085	429585	11	14
chr16	429089	429603	37	24
chr8	429109	429609	11	14
chr16	429117	429617	37	24
chr5	429151	429651	8	8
chr11	429944	430514	12	10
chr5	430706	431642	22	16
chr16	433610	434292	48	31
chr5	436223	437018	4	10
chr8	437903	438403	23	12
chr16	441597	442320	16	12
chr16	447747	448350	19	8
chr11	448047	448565	46	45
chr12	451971	452613	28	2
chr5	454969	455469	4	2
chr16	455062	455562	6	2
chr11	456456	457077	21	20
chr18	456938	457438	11	4
chr19	459848	460489	21	25
chr19	461579	462364	24	20
chr18	463782	464282	6	4
chr16	464509	465009	8	8
chr5	464887	465387	10	2
chr2	467963	468463	48	34
chr9	469609	470684	52	45
chr19	470490	470990	6	4
chr16	476256	476756	18	11
chr18	480507	481007	4	3
chr8	480519	481053	4	6
chr8	483318	483818	4	2
chr5	484738	486258	22	4
chr8	486826	487456	24	6
chr19	488543	489511	62	43
chr5	489060	489560	6	8
chr19	489162	489662	38	22
chr5	490794	492153	28	16
chr5	492570	493122	1	3
chr5	493511	494011	11	6
chr8	493891	494463	23	21
chr5	494110	494610	9	0
chr8	494397	495041	42	35
chr19	495233	495935	36	16
chr5	496072	496572	8	2
chr19	497648	498917	28	14
chr5	502008	502508	12	6
chr5	504497	505078	18	10
chr5	505974	506549	25	14
chr19	510495	511116	24	8
chr19	512677	513232	12	0
chr20	515077	515577	0	0
chr11	518605	519170	29	38
chr19	518755	519434	10	4
chr8	521545	522045	9	12
chr7	524018	524518	7	10
chr19	525116	525616	6	5
chr19	532552	533077	19	16
chr16	533429	533929	37	21
chr20	542254	542754	8	7
chr8	542474	542974	37	25
chr11	544119	544619	2	4
chr6	551362	551913	97	60
chr20	552337	552956	16	0
chr7	552517	553017	4	1
chr7	554277	555135	61	36
chr11	554642	555156	34	15
chr20	554774	555274	22	8
chr11	554911	555424	39	19
chr20	554969	555469	28	13
chr11	554973	555473	32	20
chr20	554987	555487	28	14
chr11	554994	555494	30	20
chr20	555131	555670	28	16
chr11	555172	555672	23	14
chr7	555185	555685	24	16
chr11	555196	555696	25	14
chr7	555210	555710	21	16
chr11	555222	555722	25	14
chr7	557636	558136	13	10
chr19	558740	559240	5	6
chr7	560826	561326	30	16
chr20	564860	565509	4	12
chr4	569032	569532	26	24
chr4	570166	570684	18	5
chr4	570988	571488	25	14
chr19	571105	571640	16	13
chr16	571254	571754	7	6
chr19	571295	571795	16	18
chr11	571315	571815	39	34
chr4	571330	571830	29	12
chr16	571340	571840	7	6
chr11	571340	571840	41	34
chr16	571419	572023	8	6
chr7	572029	572529	0	2
chr19	573085	573585	14	6
chr18	573349	573849	10	5
chr18	574712	575260	14	17
chr20	576348	576848	8	12
chr19	577430	577930	10	0
chr7	577622	578219	13	10
chr7	578396	579035	10	18
chr5	580026	580526	17	17
chr19	582196	582760	6	6
chr12	582893	583393	3	2
chr20	583057	583557	6	6
chr16	583328	584033	2	6
chr19	584218	584804	17	23
chr20	584904	585404	2	0
chr17	584960	585460	2	2
chr12	586175	586675	0	0
chr19	588021	588731	20	24
chr12	590178	590678	8	4
chr20	592058	592558	2	8
chr5	592096	592596	4	2
chr20	592148	592648	0	8
chr4	596301	597048	24	22
chr20	601892	602392	2	2
chr16	609341	609841	16	15
chr11	611052	611552	6	6
chr7	612029	612554	55	46
chr11	613245	614114	55	11
chr12	618796	619809	38	30
chr20	623050	623655	10	7
chr20	625900	626592	26	16
chr11	626123	626623	6	7
chr20	626125	626625	27	16
chr16	626458	627150	15	2
chr2	627010	627514	26	14
chr19	627998	628604	0	7
chr16	628876	629413	40	39
chr17	629578	630225	17	8
chr19	632430	633042	14	8
chr16	633597	634336	29	21
chr18	634566	635627	25	27
chr8	637491	638269	29	18
chr11	638116	639186	52	34
chr16	638739	639239	22	23
chr11	638778	639435	38	11
chr20	639067	639642	13	7
chr11	639230	639730	17	7
chr20	639306	640097	9	3
chr19	640458	640958	4	2
chr4	642329	642847	19	8
chr20	642394	643050	17	10
chr20	644608	645108	4	4
chr4	645096	645596	8	4
chr20	648031	648531	4	6
chr12	651025	651525	12	12
chr12	651941	652441	8	11
chr20	653356	653856	4	7
chr4	657078	657958	43	46
chr17	659136	659636	8	2
chr4	659821	660321	6	4
chr6	659906	660627	23	22
chr4	660127	660627	4	4
chr6	660128	660709	21	13
chr2	660524	661386	5	9
chr19	662153	662653	4	11
chr19	664756	665432	6	14
chr18	665963	666463	5	4
chr5	669101	669601	34	15
chr20	669560	670060	7	6
chr10	670020	670884	46	37
chr19	670393	670893	3	11
chr10	670408	670908	43	33
chr19	670432	670983	4	12
chr10	670523	671570	67	52
chr5	671626	672260	28	28
chr10	671891	672391	8	4
chr16	672224	672781	11	16
chr8	674111	674639	23	6
chr4	674200	674700	19	10
chr8	674263	674782	24	8
chr4	674565	675087	22	27
chr6	674635	675268	22	14
chr4	674873	676042	21	40
chr2	676061	676860	79	58
chr4	677529	678085	33	12
chr12	678704	679512	39	19
chr16	679415	679915	11	7
chr12	679430	680081	35	17
chr19	679622	680122	17	16
chr16	679648	680155	12	11
chr12	679658	680160	27	13
chr19	679662	680162	18	22
chr12	679709	680240	28	14
chr19	679824	680361	29	36
chr12	680099	680599	6	12
chr6	680115	680615	19	26
chr19	680115	680615	52	50
chr6	680162	680772	22	30
chr19	680423	681134	104	94
chr4	680807	681307	5	4
chr6	683812	684411	44	33
chr6	685009	685509	10	0
chr12	685166	685902	27	16
chr18	686173	686898	81	88
chr6	686420	686920	6	0
chr18	686423	686939	75	74
chr4	686623	687123	7	12
chr16	686921	687745	64	41
chr10	688035	688535	2	12
chr8	689116	689616	15	14
chr2	691964	692464	2	6
chr16	692420	692920	10	15
chr17	693219	695221	42	22
chr18	697688	698188	6	2
chr17	698036	698868	18	11
chr6	701206	702226	34	18
chr8	702025	702668	4	6
chr19	703446	704642	47	46
chr7	704820	705821	54	33
chr11	706685	707447	41	18
chr10	707546	708046	7	9
chr17	707813	708380	8	3
chr6	707888	708388	8	4
chr17	707927	708427	8	1
chr20	708934	709434	51	28
chr11	709215	709715	6	3
chr11	710165	710833	12	14
chr16	710458	710958	29	12
chr11	710472	710972	7	18
chr16	710490	710991	29	12
chr6	710607	711129	23	13
chr11	710629	711129	3	16
chr6	710630	711171	24	15
chr16	710727	711227	31	14
chr6	710730	711230	24	14
chr16	710734	711239	30	14
chr6	710813	711313	26	14
chr16	710993	711496	14	4
chr6	711111	711611	20	11
chr18	711403	711958	14	6
chr2	715963	716463	10	15
chr11	720371	721057	22	15
chr19	720601	721158	14	4
chr11	720688	721188	20	14
chr12	723650	724150	10	8
chr16	724506	725006	9	3
chr11	725610	726833	62	46
chr12	726520	727020	2	5
chr16	727292	727831	25	8
chr11	727804	728469	26	34
chr2	729363	729912	19	16
chr12	732741	733413	14	11
chr10	734568	735107	23	23
chr16	735879	736379	4	6
chr12	741196	741985	10	12
chr11	743674	744222	42	34
chr16	743792	744305	19	8
chr11	743815	744315	45	34
chr16	743819	744319	18	8
chr11	743824	744333	44	34
chr16	743876	744672	19	18
chr16	744979	745793	40	22
chr16	750611	751111	20	20
chr7	750620	751120	10	0
chr7	751626	752275	5	8
chr12	751784	752284	37	27
chr7	751802	752302	2	8
chr12	751827	752392	38	29
chr7	752063	752563	8	8
chr12	752074	752574	39	31
chr7	752342	753021	26	20
chr7	753391	754386	12	4
chr5	758138	758638	20	0
chr4	759386	759886	8	4
chr16	759835	760335	4	4
chr4	760805	761305	3	5
chr16	761592	762235	13	22
chr11	763210	763710	23	13
chr11	765171	765671	16	0
chr16	765867	766565	27	18
chr4	766657	767157	3	0
chr4	767705	768205	4	7
chr7	771656	772156	4	6
chr2	774356	774885	39	33
chr12	776578	777078	5	4
chr16	778075	778858	56	54
chr4	778848	779535	20	21
chr4	780737	781237	13	7
chr19	782098	782770	35	18
chr11	782271	782771	17	11
chr19	782299	782988	40	13
chr11	783379	783959	35	26
chr5	784675	785207	48	33
chr4	785703	786389	12	20
chr4	787165	788188	20	4
chr19	788460	788960	6	2
chr4	788602	789406	22	13
chr19	788988	789515	14	8
chr11	789109	789609	11	8
chr19	789149	789728	15	10
chr11	790663	791255	39	14
chr1	793705	794205	4	2
chr16	793946	794491	14	3
chr16	795552	796303	16	8
chr20	796440	797067	10	16
chr11	798051	798572	56	65
chr19	798921	799469	24	23
chr16	801815	802420	16	4
chr20	803482	803982	3	0
chr19	810982	811482	7	9
chr19	813287	813787	5	7
chr7	813779	814399	21	25
chr19	814368	814868	8	4
chr16	818522	819022	13	14
chr16	819197	819744	15	8
chr11	819605	820589	44	48
chr20	821462	822295	18	20
chr20	822525	823231	24	10
chr19	823474	824223	14	8
chr20	825035	825675	19	23
chr20	825925	826425	19	6
chr11	826947	827724	37	29
chr20	828652	829152	12	4
chr11	829831	830624	62	40
chr18	830275	830851	12	4
chr10	830563	831255	31	44
chr12	831488	832011	18	6
chr18	831986	832551	13	8
chr16	832605	833105	3	6
chr10	834853	835599	35	24
chr16	835385	836026	32	17
chr18	839113	839760	22	20
chr8	841488	841988	78	24
chr7	841576	842076	6	0
chr19	843361	844205	17	16
chr11	844039	844668	65	34
chr16	844275	844775	6	13
chr11	844276	844776	51	28
chr16	846998	847498	10	3
chr11	848179	848903	30	17
chr11	849489	850139	69	47
chr5	849911	850497	0	0
chr7	850029	850567	12	8
chr11	850420	851730	71	24
chr7	852904	853405	20	8
chr17	852933	853518	24	5
chr11	854692	855192	18	3
chr17	854773	855325	42	10
chr16	857447	858137	38	35
chr5	858817	859317	4	2
chr1	859217	859717	20	20
chr12	860233	860788	35	28
chr5	861754	862254	11	8
chr2	861965	862465	8	4
chr7	862221	862921	6	12
chr19	862736	863236	27	21
chr11	862960	863460	22	17
chr12	862989	863621	12	5
chr11	863136	863723	26	25
chr16	863424	863957	19	16
chr5	863827	864327	4	2
chr7	865686	866226	2	4
chr17	865892	866445	10	4
chr7	865991	866491	4	4
chr17	867995	868495	6	0
chr17	873102	873602	3	6
chr1	875591	876091	14	15
chr17	876192	876692	2	9
chr1	877007	878408	46	48
chr2	879951	880498	17	22
chr17	881621	882207	18	11
chr12	883112	883612	10	2
chr2	883165	883865	17	14
chr17	884251	884751	20	7
chr5	884845	885345	0	0
chr2	888905	889439	23	10
chr5	891444	891944	4	5
chr2	893918	894419	11	2
chr19	897414	897914	14	8
chr11	898082	898582	6	8
chr2	898987	899487	10	8
chr2	900023	900523	16	12
chr19	900183	901340	10	4
chr5	902895	903395	2	6
chr19	903030	903600	4	3
chr1	905794	906492	11	8
chr2	907297	907797	6	0
chr17	907493	908653	12	8
chr1	911218	912012	30	30
chr19	911584	912117	2	4
chr5	912742	913311	4	6
chr7	912818	913400	12	12
chr11	918983	919571	8	4
chr19	919138	919638	4	6
chr1	919423	919923	27	11
chr2	919669	920169	4	5
chr19	919705	920418	14	14
chr4	920111	920611	0	0
chr2	920808	921409	26	24
chr7	924854	925354	4	8
chr19	924906	925406	20	23
chr5	926706	927461	30	29
chr19	926961	927461	4	6
chr5	926961	927461	28	24
chr19	927006	927659	7	7
chr2	928286	929120	22	6
chr2	929538	930038	7	2
chr19	933119	933738	13	16
chr2	933617	934117	10	6
chr11	934099	934599	31	16
chr1	934227	934736	17	12
chr11	934250	934750	36	20
chr1	934263	934837	20	14
chr11	934379	934913	32	25
chr17	934784	935760	32	12
chr1	936830	937500	30	16
chr11	937849	938351	8	8
chr7	938773	939273	14	0
chr4	938998	939692	14	9
chr4	940099	940599	4	2
chr11	940494	941097	20	18
chr1	940625	941125	7	5
chr11	940675	941175	19	15
chr1	940746	941246	6	3
chr7	940826	941609	47	35
chr1	941707	942207	3	2
chr11	944674	945272	52	40
chr4	945225	945725	8	5
chr2	945467	945967	37	39
chr11	946018	946637	14	8
chr7	948206	948706	23	8
chr1	949460	950191	10	8
chr1	950696	951196	9	2
chr2	951862	952513	10	2
chr19	953170	953670	17	4
chr2	955760	956260	6	3
chr19	956544	957316	17	13
chr2	959482	959982	2	2
chr1	959811	960696	27	36
chr4	960465	960965	6	14
chr4	961298	961998	16	14
chr1	961612	962112	2	8
chr4	962500	963031	12	6
chr1	966723	967223	14	14
chr1	968328	968911	96	77
chr1	969059	969937	37	14
chr10	970220	970720	0	7
chr9	971943	972487	64	69
chr2	974856	975476	4	6
chr1	975894	977033	53	50
chr10	976562	977062	20	24
chr19	976591	977091	12	6
chr10	976604	977136	21	26
chr19	976757	977257	12	4
chr4	978712	979321	10	12
chr19	979320	979820	6	4
chr19	980265	981028	18	2
chr5	982436	982936	19	14
chr19	982495	982995	15	16
chr5	982497	983010	20	14
chr19	982532	983077	16	16
