Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AASS	13775.3694592604	1.53754215667434	0.0355208589273565	43.2856131046481	0	0
CYP26A1	1196.49977467275	-4.41008712021044	0.105851617140918	-41.6629168200555	0	0
DPPA3	2341.65824271646	-7.78700638337365	0.186611221006056	-41.728500255196	0	0
DUSP4	1627.76598345575	-2.92164608231345	0.0705344787710212	-41.4215307636723	0	0
DUSP6	6441.51684998608	-3.60487491194838	0.0492512366743978	-73.1935917828901	0	0
ENC1	2443.0846826418	-3.74557934321928	0.0651742917876224	-57.470196307229	0	0
GFRA1	1406.90637214965	-4.82856764826618	0.104759742053811	-46.0918245272685	0	0
HMGA2	10979.1146613974	-1.53470683294656	0.0332697994808244	-46.1291278245036	0	0
LBH	2677.1134151473	-2.17969790397197	0.0553072756296235	-39.4106901697485	0	0
LEPREL1	3499.0056538228	2.08321830942461	0.048824457053663	42.6675161412434	0	0
LHX5	5919.42051870292	-8.35846234091243	0.143462933283852	-58.2621737168483	0	0
LMO3	1541.23923794244	-3.73266326485222	0.081025169596714	-46.0679475702524	0	0
MAP4	13553.6077516839	-1.39437936777417	0.0351327564591102	-39.6888689732342	0	0
RIPPLY3	13969.01175362	-8.24994992275202	0.0930446206870337	-88.6665974006351	0	0
SEMA6A	11981.6637396787	-1.56876785976696	0.0402959367320513	-38.9311674325507	0	0
SORCS2	1111.55832588669	-6.08363371720933	0.159526681340647	-38.1355248293455	0	0
TUBA1A	16659.8119092	-1.38637888373247	0.0352067834644547	-39.3781750932225	0	0
LOC100506013	859.933855992365	4.03722463856019	0.109643615223665	36.8213382085635	8.41229058417425e-297	9.06237370654016e-294
FGF2	2915.27212214479	2.22512327581064	0.0607560169227509	36.6239162557315	1.19073922286922e-293	1.21524338266616e-290
FAM168A	3400.97334047696	-1.97006380948383	0.0539945404415273	-36.486352015854	1.82547633207131e-291	1.76989057775974e-288
UGP2	13950.612008461	1.36204551497261	0.0374188246679527	36.4000079387617	4.25576413586088e-290	3.92969154087992e-287
COBL	1081.67361528898	2.91371169816549	0.0812161696050913	35.8760048932772	7.23186670290378e-282	6.37423305618215e-279
SFRP2	13410.5142344342	-1.28408321285205	0.0359499626602321	-35.7186243832321	2.03181839617735e-279	1.71299958783804e-276
ID4	1323.11319009336	-3.16799489817549	0.0892067510909221	-35.5129500787063	3.10245550823749e-276	2.50665478167638e-273
NPR1	1410.03703768327	-2.36664075526892	0.0683267476867245	-34.6371053122546	6.98523469245762e-263	5.41802743685783e-260
RAB17	835.124354091265	4.52073629537575	0.130968929170296	34.5176243252132	4.36411665510161e-261	3.25479177150289e-258
CDH2	2595.38823952407	-1.93899941539992	0.0564425828931361	-34.3534848338012	1.2493875966478e-258	8.97291662466573e-256
IL17RD	3700.61797261434	-1.54766536155725	0.0451945608540626	-34.2445049207315	5.26531972099804e-257	3.64642195392403e-254
CCDC80	834.208392198857	-3.49371917777962	0.102534162172067	-34.0737087402796	1.80872659745881e-254	1.20941439487324e-251
HMGCR	9660.39613993349	-1.12663087626719	0.0331585822757202	-33.9770520614855	4.86299289361893e-253	3.14327650667215e-250
USP9X	12781.965837139	1.55209397710381	0.0461009172620812	33.6673122636638	1.74010678325479e-248	1.08846485916431e-245
HLCS	1079.80815700027	-2.68401834229953	0.0802221024408516	-33.4573423113472	2.01277938133041e-245	1.21968140573056e-242
SERPINB9	1310.22062304705	3.02328121529979	0.0924620089477603	32.6975505908367	1.69211589583923e-234	9.94297555642986e-232
UTF1	1236.17629502355	-2.48048604094381	0.0774179728512991	-32.0401833009528	3.00783031995788e-225	1.71543640395009e-222
SPRY4	3532.37356566827	-1.62608115018996	0.0516572351671456	-31.478284599021	1.72231373293414e-217	9.54211017009313e-215
HMGCS1	12657.4571524911	-1.09993439984537	0.0352614248824098	-31.1937025662872	1.29699785575145e-213	6.98613483913231e-211
SOX2	7936.41574443018	1.15310770842177	0.0370820862397643	31.096085073694	2.72067898420712e-212	1.42585638331785e-209
SEPT11	6517.56679993131	-1.25217084161885	0.0402972056471491	-31.0733913557958	5.51261064475618e-212	2.81302718453861e-209
PLA2G16	1602.27468429631	1.95567760062479	0.062947052362565	31.0686128614951	6.39594627039887e-212	3.18009728536678e-209
AK4	9560.61017063842	-1.42516205518961	0.04658453101677	-30.5930321521658	1.51513825318137e-205	7.34501146685999e-203
CUZD1	645.902700090488	5.41448179034748	0.177253336734571	30.5465718733151	6.27959062647194e-205	2.96994004482725e-202
STMN2	666.786776669802	-3.70961968230569	0.123257264146938	-30.0965602958975	5.37446739169014e-199	2.48134040933961e-196
LRRN1	4807.41197315189	1.51423872860848	0.0503674380033045	30.063842606192	1.43952669351475e-198	6.49159584045222e-196
TMSB4X	36892.0467489085	-1.03653137051828	0.0345031417447683	-30.0416518062574	2.80652101734021e-198	1.23684656925555e-195
