Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AASS	11460.7658672333	3.02234102175806	0.0376353074252092	80.3060006289096	0	0
AMOTL1	3248.47346060185	-2.43953925164438	0.0564311176785946	-43.2303904653965	0	0
AP1M2	1479.68538621473	4.03598177407598	0.0867154951936286	46.5427979747329	0	0
APOE	17329.0099245423	1.81178061188864	0.0376013624565037	48.1839086013029	0	0
BMP7	1374.26480068691	-3.09072556677688	0.0800395020481985	-38.615002438617	0	0
BOC	1212.41554780289	-3.25290433962033	0.0839521584474631	-38.747119785562	0	0
CCND1	4726.07433543313	-2.21668304347933	0.0444100382120731	-49.9140089205488	0	0
CD24	44542.6950702802	1.60207396544681	0.0301458482373907	53.1440997390718	0	0
CDH1	6793.87249879816	2.98135280215862	0.0423750864570761	70.3562647636975	0	0
CDH11	1159.84554391259	-3.88100388345446	0.0949875343611126	-40.8580337363017	0	0
CDH2	5328.44183664297	-3.16473209840253	0.0465033843741052	-68.0538016963077	0	0
CDH3	2861.06199903167	2.70041129729186	0.062479023801612	43.2210865820568	0	0
CDH6	1868.00345244729	-6.51649543313254	0.141639929750842	-46.0074743371851	0	0
CGNL1	2842.7617150969	2.82326844436755	0.0627181576838251	45.015168631072	0	0
CNTNAP2	11806.0250894191	-2.61881357286629	0.0386508263445948	-67.7556942642837	0	0
COBL	1032.27578934322	3.5519361728355	0.0915666084694835	38.7907364071397	0	0
COL2A1	6117.24485847374	-4.38279534495038	0.052988656029425	-82.7119552252199	0	0
COL4A6	2666.23732580535	-2.70090304206487	0.0576311944023245	-46.8652969988755	0	0
CPE	1948.94563822857	-3.01539317052385	0.0643442054298087	-46.8634766779932	0	0
CPXM1	3420.78672660704	-2.20709718015031	0.0506957982044064	-43.5360968428044	0	0
CYP2S1	3665.79929163648	2.22673601056528	0.0474267201627417	46.9510858630827	0	0
DNMT3B	25428.6046959144	1.26526855745123	0.0281214356602986	44.9930285471703	0	0
DPYSL3	17718.4456394387	1.26698796013913	0.031383006510034	40.371784001448	0	0
DPYSL5	3310.29402799159	-2.81594298177182	0.0501009279678895	-56.2054056878268	0	0
DUSP6	4437.73234935389	-3.01958166613193	0.0559522710573409	-53.9670974755861	0	0
EFNB1	1520.39609596454	-3.67453809961839	0.080634546991656	-45.5702702713593	0	0
EFNB2	2009.13469016616	-2.43682325214846	0.0622585985423889	-39.1403486297453	0	0
ENC1	1822.05221081215	-3.29198575836585	0.0688060175859681	-47.8444454985751	0	0
EPCAM	3119.86818377997	2.38579113924071	0.0552935018739379	43.1477670681811	0	0
EPHA7	1590.23764955712	-3.44021494461905	0.0846501317843058	-40.6403967968408	0	0
ESRP1	2292.61155315689	2.97414229641242	0.0596960335287808	49.8214390572285	0	0
FAM46B	2258.99055646786	2.39520543133617	0.0606588007643694	39.4865279424234	0	0
FGF2	2791.98219175589	2.58099557117019	0.0533269775623997	48.3994347542026	0	0
FSCN1	17416.5188377455	-1.29655138321275	0.0334109704593975	-38.8061575400324	0	0
FST	4938.93059181766	-4.83781871190436	0.066166309883071	-73.1160422948438	0	0
GNG4	1097.04221692973	3.13718242964339	0.0833323206545067	37.6466466432641	0	0
GPR176	4009.32326121513	6.13228808366435	0.0890728144622571	68.8457878050186	0	0
H2AFY2	3276.94956109489	-3.65027455939097	0.059353291892541	-61.5007936880701	0	0
HAPLN3	1436.84761072189	4.47620877128224	0.0982255356723465	45.5707239532259	0	0
IGDCC3	5814.52108215385	-2.60115678884108	0.0427964250815393	-60.7797680270055	0	0
IL17RD	9968.72177905286	-3.26499456331796	0.0390765694806599	-83.5537665335206	0	0
LECT1	1975.39133379211	2.54545204556271	0.0613770930858847	41.4723460754466	0	0
LRIG1	4491.58342826395	1.81499743105339	0.0466732485175238	38.8873174399235	0	0
MAL2	1966.65613945629	2.86964410026192	0.0640458262693797	44.8061063056954	0	0
MAP2	1777.064518813	-2.78330764905967	0.0680182523532219	-40.9200112141345	0	0
MAP7	1514.70861115206	3.08569386032352	0.0790887987478468	39.0155611057063	0	0
MFGE8	17512.988814104	3.3596242060382	0.0347206208914458	96.7616396187752	0	0
MIAT	6503.94995041	2.6724741642639	0.048078505684627	55.5856328354734	0	0
MMP2	3667.84795906489	-2.1470551042537	0.0528864294177997	-40.5974675902601	0	0
ODC1	5956.59864182285	-2.47901967583748	0.0469886448444465	-52.7578457315411	0	0
PEG10	9886.29383851701	-1.56739148788887	0.0395968147454323	-39.5837770781721	0	0
PHC1	19114.6221759423	2.07032120320125	0.0355581210366563	58.2235827665636	0	0
PODXL	28162.6127354471	1.50149077481882	0.030836902671209	48.6913614777754	0	0
POU5F1_variant2	17167.9099280314	1.2364406473114	0.0301237510080546	41.0453746939019	0	0
PREX1	2801.99543205876	-2.31265609168854	0.053607210868542	-43.1407650989294	0	0
PRTG	6597.8487443653	-5.37399676115294	0.130007125045659	-41.3361710695902	0	0
RABGAP1L	1924.48601650258	3.14036657164826	0.0780945635304074	40.2123583215304	0	0
RARRES2	2647.80840831508	2.89470324612986	0.0606761059398699	47.7074657526393	0	0
SCNN1A	1990.31964888601	2.98404945024697	0.068918452976176	43.2982651435676	0	0
SERPINE2	5419.31014924438	-2.56791031075211	0.0496855977731712	-51.6831924308398	0	0
SFRP1	17533.4727893886	2.76946803062202	0.0323826227803952	85.5232773887199	0	0
SLC7A3	2410.70171646099	2.37203974261581	0.0588815590868203	40.284934356413	0	0
SLIT2	2586.79743116484	-4.17472703516419	0.0845220575806631	-49.3921605159703	0	0
SNRPN	9391.73016236502	1.48572168044158	0.0354972222438718	41.8545899235276	0	0
SP5	2233.25187033579	-7.41809195963329	0.171508632295259	-43.2520034727042	0	0
SPINT1	1891.66191632543	2.35202635181633	0.0619192907340089	37.9853568077855	0	0
SPINT2	4273.20135409225	1.76368689339597	0.0448544514924357	39.320219838011	0	0
SPRY2	1534.44862512206	-2.55435727887926	0.0675291630206483	-37.8259875381281	0	0
TDGF1	9428.7270982485	2.66678695791608	0.0464611408433616	57.3982237523364	0	0
TERF1	9020.97034677865	2.35848198615913	0.0360773689954343	65.3728930859011	0	0
TMEM132C	1400.87408451892	-6.45578196734256	0.158450821312469	-40.7431271978806	0	0
TNRC18	1543.86711433346	-4.36453704819555	0.0908799349763047	-48.025309979959	0	0
TPBG	3997.61021963795	-2.60622257045625	0.0501152346892605	-52.0045967382201	0	0
TSPAN18	2428.94552849105	-3.78984264258932	0.0690114155604394	-54.9161701989756	0	0
TUBB2A	10299.7393944983	-1.72545663625326	0.0346289157325801	-49.8270477071244	0	0
UGP2	12065.7268287263	2.27785896232924	0.0389547131712944	58.4745407394704	0	0
USP9X	12031.9581542182	1.90203065906215	0.0410637183800055	46.319006999334	0	0
VAT1L	4654.63710083297	-1.8415312033856	0.0453482369359266	-40.6086615007223	0	0
VIM	15217.2692013609	-1.50356854615265	0.0292236541151011	-51.4503949516599	0	0
