Module_19414	6	11
Module_19415	13	21
Module_14386	8	10
Module_14387	27	29
Module_14388	12	16
Module_14389	72	133
Module_14390	16	23
Module_19416	6	12
Module_19417	8	32
Module_14391	16	17
Module_14392	33	46
Module_14393	31	59
Module_19418	12	18
Module_14394	72	110
Module_37075	17	38
Module_19419	9	13
Module_29123	28	45
Module_29124	121	233
Module_29125	14	31
Module_33277	17	15
Module_29126	24	22
Module_29127	24	17
Module_27429	4	10
Module_29128	13	10
Module_37076	25	32
Module_37077	2	9
Module_12851	17	18
Module_33278	29	36
Module_3775	20	32
Module_33279	49	60
Module_12852	32	76
Module_33280	21	25
Module_12853	29	65
Module_27430	22	42
Module_29129	10	10
Module_29130	12	20
Module_33281	13	19
Module_12854	13	10
Module_33282	38	65
Module_29131	14	9
Module_12855	11	12
Module_19420	13	22
Module_29132	10	20
Module_33283	26	35
Module_29133	11	9
Module_29134	6	16
Module_29135	35	31
Module_14395	25	34
Module_33284	38	29
Module_14396	24	18
Module_3776	193	366
Module_14397	23	21
Module_14398	14	7
Module_29136	21	18
Module_33285	28	24
Module_7573	16	23
Module_29137	22	18
Module_33286	39	55
Module_33287	47	85
Module_33288	83	147
Module_16497	14	14
Module_14399	17	9
Module_29138	14	25
Module_12856	28	59
Module_27431	17	33
Module_33289	37	33
Module_7574	41	57
Module_5454	94	159
Module_7575	18	24
Module_7576	21	45
Module_7577	42	49
Module_37078	42	82
Module_12857	10	21
Module_35464	11	25
Module_7578	31	35
Module_31171	7	13
Module_33290	18	36
Module_37079	13	18
Module_31172	12	12
Module_35465	19	10
Module_14400	15	15
Module_12858	45	68
Module_14401	20	34
Module_14402	22	32
Module_25040	6	1
Module_14403	118	215
Module_31173	27	42
Module_14404	34	40
Module_31174	36	54
Module_14405	25	23
Module_31175	22	36
Module_25041	35	54
Module_31176	13	16
Module_22221	25	49
Module_7579	44	68
Module_7580	22	28
Module_5455	16	17
Module_7581	18	30
Module_7582	13	25
Module_25042	6	11
Module_22222	35	56
Module_7583	25	33
Module_17284	24	51
Module_5456	24	35
Module_5457	13	30
Module_25043	6	9
Module_14406	30	49
Module_14407	36	40
Module_17285	8	6
Module_7584	24	20
Module_22223	51	127
Module_7585	43	59
Module_17286	20	19
Module_22224	22	32
Module_22225	78	140
Module_5458	15	16
Module_22226	35	37
Module_5459	34	38
Module_19421	9	17
Module_12859	74	136
Module_5460	38	44
Module_7586	21	16
Module_19422	34	43
Module_17287	31	45
Module_19423	15	21
Module_17288	33	48
Module_19424	9	18
Module_17289	61	90
Module_22227	64	99
Module_5461	36	35
Module_17290	26	50
Module_5462	19	29
Module_5463	23	41
Module_7587	37	68
Module_5464	24	39
Module_27432	31	62
Module_5465	33	36
Module_5466	17	28
Module_16498	35	51
Module_22228	57	117
Module_16499	28	35
Module_22229	57	112
Module_16500	28	36
Module_22230	57	117
Module_16501	28	36
Module_5467	29	49
Module_29139	14	12
Module_5468	23	49
Module_5469	36	36
Module_22231	192	325
Module_19425	30	43
Module_22232	2	13
Module_16502	24	24
Module_5470	21	47
Module_5471	41	72
Module_29140	27	35
Module_19426	6	16
Module_29141	34	47
Module_19427	12	25
Module_12860	16	16
Module_29142	64	117
Module_5472	31	73
Module_37080	11	16
Module_5473	31	75
Module_37081	11	15
Module_22233	69	156
Module_12861	8	10
Module_7588	25	27
Module_5474	16	25
Module_27433	69	113
Module_37082	6	7
Module_5475	43	70
Module_35466	5	4
Module_22234	13	21
Module_7589	13	18
Module_29143	42	57
Module_17291	9	10
Module_5476	24	27
Module_22235	9	15
Module_5477	93	187
Module_22236	30	42
Module_5478	16	20
Module_5479	52	66
Module_29144	57	127
Module_16503	27	36
Module_22237	17	16
Module_5480	12	13
Module_31177	63	83
Module_5481	34	36
Module_29145	30	34
Module_29146	47	68
Module_22238	25	28
Module_5482	56	74
Module_31178	4	3
Module_12862	13	9
Module_5483	14	18
Module_12863	16	25
Module_12864	23	29
Module_17292	42	46
Module_12865	16	25
Module_17293	47	42
Module_12866	12	15
Module_12867	14	20
Module_22239	22	30
Module_29147	67	97
Module_5484	70	88
Module_17294	52	82
Module_35467	15	16
Module_12868	21	9
Module_12869	20	43
Module_35468	9	20
Module_12870	18	41
Module_35469	10	19
Module_12871	17	40
Module_29148	11	18
Module_5485	13	25
Module_29149	21	24
Module_12872	20	21
Module_29150	15	23
Module_35470	13	15
Module_12873	12	8
Module_12874	51	62
Module_5486	43	93
Module_7590	20	22
Module_29151	6	16
Module_12875	21	18
Module_5487	19	29
Module_16504	18	22
Module_17295	50	77
Module_17296	36	78
Module_16505	5	12
Module_12876	16	19
Module_29152	11	13
Module_19428	35	66
Module_37083	86	140
Module_17297	19	25
Module_12877	51	125
Module_16506	10	17
Module_35471	8	14
Module_35472	10	17
Module_29153	77	55
Module_35473	21	30
Module_17298	149	233
Module_29154	16	26
Module_17299	83	117
Module_29155	21	39
Module_29156	21	16
Module_29157	23	26
Module_35474	33	45
Module_29158	11	14
Module_35475	61	109
Module_17300	24	23
Module_29159	15	17
Module_17301	50	83
Module_29160	15	20
