Gene,6hrs.RNASeq_REPLICANT.1,6hrs.RNASeq_REPLICANT.2,6hrs.RNASeq_REPLICANT.3,72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq_REPLICANT.3
DDX11L1,53,65,48,109,119,84
WASH7P,1856,1627,1852,3004,2444,2379
LOC100996442,82,91,116,128,65,96
LOC101929017,149,147,170,203,158,162
MMACHC,1434,1360,1452,1884,1587,1540
FGA,0,1,0,1,0,0
FGG,2,3,5,1,1,1
LOC101927965,39,43,47,28,18,23
LRAT,22496,21524,25154,6589,5666,5478
RBM46,133,120,190,92,79,59
NPY2R,27,40,41,125,107,126
MAP9,4316,4053,4742,4606,4573,4085
PRDX1,100486,99970,104263,67445,55866,61016
GUCY1A3,2,2,0,28,16,18
GUCY1B3,669,657,715,390,363,367
ASIC5_variant1,0,0,0,0,0,0
TDO2_variant1,0,1,2,4,2,2
CTSO_variant1,130,122,120,287,256,223
LOC100505784,0,0,0,0,0,0
PDGFC,581,525,652,294,301,279
GLRB,119,114,116,277,214,209
GRIA2,1,2,1,0,3,0
LOC340017,0,0,0,0,0,0
FAM198B,2,4,5,1,0,0
LOC101928007,0,0,0,0,0,0
AKR1A1,19106,18408,19432,22790,18424,19729
TMEM144,1240,1195,1309,666,593,582
RXFP1,381,264,363,1,3,5
C4orf46,5951,5744,6727,10321,9331,9184
ETFDH,2055,2060,2290,1696,1328,1411
PPID,10160,10368,11077,10540,9269,9583
FNIP2,3300,3184,3540,2549,2018,2067
LOC101928028,0,0,0,0,0,0
C4orf45,2,0,1,3,2,2
NASP,109387,104532,103912,130213,106489,114728
PSME2P3,1,0,0,3,0,1
FABP5P12,0,0,0,0,0,0
RAPGEF2,9133,8905,10651,14364,11861,11823
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
FSTL5,145,172,185,7,14,10
LOC101928052,0,0,0,0,0,0
CCDC17,221,188,258,199,185,143
MIR4454,0,0,0,0,0,0
LOC101928081,37,20,37,47,49,31
NAF1,899,833,869,1045,930,1013
NPY1R,870,808,838,1614,1558,1515
NPY5R,125,125,131,320,298,312
TKTL2,0,1,3,1,0,0
TMA16,6028,6193,6740,6616,6508,6089
