Gene,0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq_REPLICANT.3,72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq_REPLICANT.3
DDX11L1,22,23,32,109,119,84
WASH7P,1686,1772,1403,3004,2444,2379
LOC100996442,115,124,130,128,65,96
LOC101929017,118,171,119,203,158,162
MMACHC,1746,1784,1512,1884,1587,1540
FGA,0,0,0,1,0,0
FGG,4,2,0,1,1,1
LOC101927965,44,44,39,28,18,23
LRAT,24852,22451,14291,6589,5666,5478
RBM46,101,112,79,92,79,59
NPY2R,40,30,22,125,107,126
MAP9,4148,3950,2290,4606,4573,4085
PRDX1,145380,134284,70966,67445,55866,61016
GUCY1A3,2,1,0,28,16,18
GUCY1B3,454,440,315,390,363,367
ASIC5_variant1,0,0,0,0,0,0
TDO2_variant1,0,2,1,4,2,2
CTSO_variant1,67,63,34,287,256,223
LOC100505784,0,0,0,0,0,0
PDGFC,262,272,146,294,301,279
GLRB,71,77,45,277,214,209
GRIA2,0,1,1,0,3,0
LOC340017,0,1,0,0,0,0
FAM198B,2,4,0,1,0,0
LOC101928007,0,0,0,0,0,0
AKR1A1,18982,18252,10949,22790,18424,19729
TMEM144,480,340,201,666,593,582
RXFP1,37,22,22,1,3,5
C4orf46,7558,6561,3807,10321,9331,9184
ETFDH,2372,2099,1464,1696,1328,1411
PPID,11060,10067,6208,10540,9269,9583
FNIP2,3180,2828,1972,2549,2018,2067
LOC101928028,0,0,0,0,0,0
C4orf45,0,1,1,3,2,2
NASP,120382,119390,96592,130213,106489,114728
PSME2P3,1,2,1,3,0,1
FABP5P12,0,0,0,0,0,0
RAPGEF2,12833,11535,8879,14364,11861,11823
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
FSTL5,46,64,32,7,14,10
LOC101928052,2,1,2,0,0,0
CCDC17,129,173,150,199,185,143
MIR4454,0,0,0,0,0,0
LOC101928081,57,67,40,47,49,31
NAF1,930,1051,1882,1045,930,1013
NPY1R,3126,2853,1703,1614,1558,1515
NPY5R,399,324,145,320,298,312
TKTL2,0,2,0,1,0,0
TMA16,8416,7558,4126,6616,6508,6089
MARCH1,426,454,298,848,874,604
GPBP1L1,21128,20177,13522,27187,23891,23812
ANP32C,0,0,1,0,0,0
LOC100505989,28,51,59,55,41,48
LOC100506013,15767,13725,7937,976,913,893
RPL26P16,9,8,4,1,1,3
LOC101059914,2,3,0,0,0,0
RPS15AP10,60,70,76,136,99,90
NACA3P,1,1,2,2,3,2
TRIM61,1854,1844,1164,1639,1466,1436
FAM218A,228,246,155,510,508,428
RPL21P51,15,22,6,23,23,30
TRIM60,1,1,1,1,3,0
RPL7AP16,89,115,76,152,136,138
TMEM192,2248,2202,1525,3119,2786,2741
KLHL2,2066,1950,1139,2501,2217,2246
GK3P,19,8,10,27,24,21
MSMO1,41217,36076,20512,8290,7438,7574
CPE,3666,3334,1996,5922,5035,5106
MIR578,0,0,0,0,0,0
HADHAP1,11,9,8,7,3,8
LOC402191,0,0,0,0,0,0
TMEM69,5234,4651,3032,4812,4028,4047
LOC101928151,42,45,50,60,47,40
LOC101928131,19,15,14,8,14,15
TLL1,195,177,105,14,20,9
SPOCK3,30,31,12,21,21,18
ANXA10,8,2,3,0,0,0
DDX60,453,332,222,3293,3103,2922
DDX60L,49,31,35,617,563,538
LOC100506504,186,194,219,308,237,213
IPP,631,562,383,1840,1640,1738
PALLD,3849,3627,2678,9416,8136,8010
RPL9P16,0,0,0,5,7,4
