Gene,0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq_REPLICANT.3,48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq_REPLICANT.3
DDX11L1,22,23,32,56,95,64
WASH7P,1686,1772,1403,1813,2390,1855
LOC100996442,115,124,130,128,245,160
LOC101929017,118,171,119,153,265,195
MMACHC,1746,1784,1512,1232,2054,1491
FGA,0,0,0,1,1,0
FGG,4,2,0,24,28,21
LOC101927965,44,44,39,50,53,47
LRAT,24852,22451,14291,35323,53138,31433
RBM46,101,112,79,135,214,144
NPY2R,40,30,22,65,82,40
MAP9,4148,3950,2290,5817,8637,5356
PRDX1,145380,134284,70966,121580,160911,74597
GUCY1A3,2,1,0,5,4,2
GUCY1B3,454,440,315,660,822,749
ASIC5_variant1,0,0,0,0,0,0
TDO2_variant1,0,2,1,7,9,2
CTSO_variant1,67,63,34,284,438,286
LOC100505784,0,0,0,0,0,0
PDGFC,262,272,146,501,830,421
GLRB,71,77,45,32,55,22
GRIA2,0,1,1,8,6,3
LOC340017,0,1,0,0,1,0
FAM198B,2,4,0,28,49,23
LOC101928007,0,0,0,0,0,0
AKR1A1,18982,18252,10949,17007,21056,10675
TMEM144,480,340,201,1021,1681,854
RXFP1,37,22,22,154,262,137
C4orf46,7558,6561,3807,7145,11151,6389
ETFDH,2372,2099,1464,1257,1639,1099
PPID,11060,10067,6208,14082,19920,13610
FNIP2,3180,2828,1972,5320,7874,4854
LOC101928028,0,0,0,0,0,0
C4orf45,0,1,1,4,1,1
NASP,120382,119390,96592,92134,114922,116437
PSME2P3,1,2,1,3,2,1
FABP5P12,0,0,0,1,0,1
RAPGEF2,12833,11535,8879,17145,26359,17914
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
FSTL5,46,64,32,81,92,34
LOC101928052,2,1,2,0,2,0
CCDC17,129,173,150,142,244,202
MIR4454,0,0,0,0,0,0
LOC101928081,57,67,40,69,141,105
NAF1,930,1051,1882,1357,4662,3086
NPY1R,3126,2853,1703,1981,3127,1762
NPY5R,399,324,145,197,313,176
TKTL2,0,2,0,3,1,0
TMA16,8416,7558,4126,8245,12673,7198
MARCH1,426,454,298,853,1772,972
GPBP1L1,21128,20177,13522,19165,29970,18021
ANP32C,0,0,1,2,0,1
LOC100505989,28,51,59,71,93,93
