Gene,24hrs.RNASeq_REPLICANT.1,24hrs.RNASeq_REPLICANT.2,24hrs.RNASeq_REPLICANT.3,72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq_REPLICANT.3
DDX11L1,67,65,54,109,119,84
WASH7P,2719,1715,1987,3004,2444,2379
LOC100996442,129,92,121,128,65,96
LOC101929017,201,165,166,203,158,162
MMACHC,1791,1246,1240,1884,1587,1540
FGA,0,0,2,1,0,0
FGG,0,0,0,1,1,1
LOC101927965,30,15,23,28,18,23
LRAT,9775,5905,7210,6589,5666,5478
RBM46,85,57,59,92,79,59
NPY2R,29,17,14,125,107,126
MAP9,4377,3378,3496,4606,4573,4085
PRDX1,76783,62449,54241,67445,55866,61016
GUCY1A3,2,1,1,28,16,18
GUCY1B3,411,287,370,390,363,367
ASIC5_variant1,0,0,0,0,0,0
TDO2_variant1,0,1,0,4,2,2
CTSO_variant1,314,266,242,287,256,223
LOC100505784,0,0,0,0,0,0
PDGFC,413,307,313,294,301,279
GLRB,128,100,85,277,214,209
GRIA2,0,1,0,0,3,0
LOC340017,0,1,0,0,0,0
FAM198B,3,1,2,1,0,0
LOC101928007,0,0,0,0,0,0
AKR1A1,21965,15696,16337,22790,18424,19729
TMEM144,1112,823,855,666,593,582
RXFP1,59,45,43,1,3,5
C4orf46,9513,7234,6821,10321,9331,9184
ETFDH,1995,1447,1415,1696,1328,1411
PPID,8501,6519,6219,10540,9269,9583
FNIP2,2900,1629,2219,2549,2018,2067
LOC101928028,0,0,0,0,0,0
C4orf45,1,1,2,3,2,2
NASP,73015,27754,67472,130213,106489,114728
PSME2P3,1,1,2,3,0,1
FABP5P12,0,0,0,0,0,0
RAPGEF2,13649,9437,9719,14364,11861,11823
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
FSTL5,24,26,21,7,14,10
LOC101928052,0,0,0,0,0,0
CCDC17,306,186,297,199,185,143
MIR4454,0,0,0,0,0,0
LOC101928081,46,30,41,47,49,31
NAF1,2095,1159,1597,1045,930,1013
NPY1R,1309,1145,994,1614,1558,1515
NPY5R,225,192,182,320,298,312
TKTL2,1,1,0,1,0,0
TMA16,5902,4615,4646,6616,6508,6089
MARCH1,927,854,694,848,874,604
GPBP1L1,25573,18688,18559,27187,23891,23812
ANP32C,0,0,0,0,0,0
LOC100505989,60,38,52,55,41,48
LOC100506013,7577,5659,5414,976,913,893
RPL26P16,5,6,4,1,1,3
LOC101059914,0,1,1,0,0,0
RPS15AP10,78,64,72,136,99,90
NACA3P,0,0,2,2,3,2
TRIM61,1660,1129,1158,1639,1466,1436
FAM218A,375,332,286,510,508,428
RPL21P51,17,28,10,23,23,30
TRIM60,2,0,3,1,3,0
RPL7AP16,141,81,147,152,136,138
TMEM192,2486,1546,1882,3119,2786,2741
KLHL2,1905,1267,1458,2501,2217,2246
GK3P,19,10,13,27,24,21
MSMO1,10432,8504,6982,8290,7438,7574
CPE,3634,2921,2797,5922,5035,5106
MIR578,0,0,0,0,0,0
HADHAP1,5,6,6,7,3,8
LOC402191,0,0,0,0,0,0
TMEM69,5346,4115,3420,4812,4028,4047
LOC101928151,77,43,67,60,47,40
LOC101928131,21,12,14,8,14,15
TLL1,28,24,28,14,20,9
SPOCK3,21,15,30,21,21,18
ANXA10,0,0,0,0,0,0
DDX60,3184,2447,2297,3293,3103,2922
DDX60L,837,643,604,617,563,538
LOC100506504,297,172,214,308,237,213
IPP,1642,933,1448,1840,1640,1738
PALLD,8244,3981,7107,9416,8136,8010
RPL9P16,5,5,2,5,7,4
LOC101928172,54,41,35,46,45,41
CBR4,6557,4636,5130,7426,7267,7022
SH3RF1,3131,1969,2377,6298,5124,5332
RPL6P12,5,3,1,2,4,3
NEK1,4143,2081,3446,5555,4981,4869
CLCN3,13227,7811,10450,16166,14863,14627
RPL6P1,0,0,0,1,1,0
C4orf27,4956,3364,3811,7428,6824,7247
LOC100506085,269,138,194,123,98,93
MFAP3L,1136,890,788,2196,1931,1979
LOC101928198,1,0,0,1,0,0
AADAT,860,535,677,1187,1022,1013
LOC101928223,100,84,68,18,16,19
LOC100506107,0,0,0,0,0,0
MAST2,6156,2626,4848,4614,3623,3772
LOC100506122,0,0,0,0,0,0
LOC101929135,0,0,0,0,0,0
LOC101928288,64,43,49,15,11,18
LOC441052,9,3,2,1,2,3
GALNTL6,8,4,4,3,1,1
LOC101928314,0,0,0,0,0,0
GALNT7,19509,11284,16092,12371,11543,11919
MIR548T,0,0,0,0,0,0
HMGB2,56305,41037,41350,86373,79558,76989
TMA16P2,19,7,9,14,14,16
SAP30,2139,1780,1683,2997,2791,2541
LOC101928383,11,10,7,12,10,6
SCRG1,3,3,9,8,5,6
RPL5P11,3,2,2,3,5,5
LOC101928409,4,0,8,11,16,18
LOC101928439,0,0,0,0,0,0
HAND2,7,2,2,20,6,5
HAND2-AS1,0,0,1,2,0,0
PIK3R3,8556,4584,6477,13446,10998,12477
LOC101928478,4,5,3,5,4,3
LOC101928509,12,6,8,6,3,3
FBXO8,1571,1188,1153,1776,1660,1671
CEP44,4770,3721,3713,5739,5513,5338
MIR4276,0,0,0,0,0,0
HPGD,44,31,33,7,7,3
GLRA3,9,8,11,9,6,6
LOC101928551,6,8,6,6,8,6
ADAM29,3,1,4,3,7,0
LOC101929626,1,8,6,0,3,4
TSEN2P1,0,0,0,0,0,0
GPM6A,584,514,428,273,265,218
LOC101928590,0,0,0,0,0,0
WDR17,818,594,571,964,810,840
SPATA4,4,8,5,6,4,13
ASB5,10,9,9,1,1,0
TSPAN1,11,8,10,6,6,12
SPCS3,25532,19399,18869,25092,23937,23196
VEGFC,87,54,54,110,93,104
NEIL3,1157,833,805,1972,1874,1884
AGA,1590,1238,1144,1526,1319,1345
LOC285500,10,2,6,1,10,5
LOC285501,0,0,0,0,2,0
LOC101928656,0,0,0,0,1,0
RPL19P8,1,0,2,0,0,1
POMGNT1,8138,5706,5812,9280,7641,8007
LINC00290,0,0,0,1,0,0
LOC101928679,0,0,0,1,6,3
LOC101928703,53,39,40,43,23,24
MGC45800,2704,1962,1928,1915,1637,1543
TENM3,24311,12555,19404,29263,24588,23489
MIR1305,0,0,0,0,0,0
DCTD,6791,4512,5112,8875,7468,8126
LURAP1,343,200,240,326,254,275
FAM92A1P2,17,8,9,10,17,8
WWC2-AS2,346,218,247,497,411,418
WWC2,20360,12511,15438,19209,16909,16377
LOC101928734,4,1,3,4,2,0
CLDN22,0,0,0,0,0,0
CLDN24,11,5,9,10,17,9
CDKN2AIP,4114,2986,3292,5127,4498,4582
RAD54L,3297,1869,2491,4192,3149,3413
VTI1BP2,15,10,14,29,13,25
LOC389247,43,26,23,67,58,51
ING2,2002,1276,1835,3019,2577,2626
RWDD4,4394,3780,3079,4965,4766,4563
TRAPPC11,14187,10747,10166,15582,14698,14577
LOC101928783,515,224,366,423,293,373
LOC101929169,50,46,51,12,6,10
STOX2,1536,1039,998,6064,4894,4943
ENPP6,36,23,21,34,18,19
C1orf86,3337,1505,2770,4824,3986,4284
LRRC41,10802,7773,6972,9566,7495,7855
LOC391722,6,0,0,1,1,3
LOC728175,14,12,11,6,5,10
IRF2,2689,1911,1821,1927,1630,1607
CASP3,9538,7457,6898,7804,6752,7192
CCDC111,1065,855,781,1264,1126,1286
MLF1IP,18899,16563,13928,22692,20205,20856
ACSL1,437,211,310,94,81,95
SLED1,0,0,0,0,0,0
UQCRH,29021,24277,20507,31595,26394,28639
LOC731424,345,208,270,314,282,246
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,0,0,0
HELT,0,0,2,0,0,0
LOC101928877,1,1,0,0,0,0
LOC101928905,0,0,0,0,0,0
SLC25A4,7776,5442,5760,4894,4178,4417
KIAA1430,14168,10947,10453,16292,15830,14315
NSUN4,1877,1117,1406,1821,1605,1624
SNX25,5448,4217,4142,4967,4502,4269
LRP2BP,434,310,310,389,353,317
ANKRD37,384,235,241,375,326,361
UFSP2,5657,4285,4026,5239,4630,4724
C4orf47,843,568,538,500,539,465
CCDC110,804,519,663,323,358,350
PDLIM3,6494,5118,4935,1290,1095,999
SORBS2,6974,4563,5376,1446,1177,1140
LOC101928929,0,0,0,0,0,0
TLR3,346,298,237,242,212,216
FAAH,1345,983,1022,994,793,918
FAM149A,1899,1384,1397,1131,1022,948
FLJ38576,87,59,56,79,74,48
CYP4V2,1168,853,916,1115,908,767
KLKB1,2034,1646,1500,509,457,446
F11,33,15,19,0,2,2
LOC285441,5,5,3,3,4,4
SLC25A5P6,0,1,0,0,2,1
MTNR1A,44,14,49,42,42,40
FAT1,83938,55963,62682,138143,114977,111951
LOC729041,34,25,24,42,47,38
LOC339975,11,4,6,14,3,2
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,26897,21314,19561,22500,18963,19968
TRIML2,572,418,409,181,144,153
TRIML1,1,0,0,2,1,0
LOC101929651,8,8,6,9,14,14
RPL7AP27,0,0,0,0,1,0
LOC401164,294,238,199,339,309,308
HSP90AA4P,5,3,6,12,12,12
LOC101928971,0,0,0,0,0,0
FRG1_variant1,2015,1775,1489,2694,2476,2482
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,2,0,0,0,0,0
DMBX1,200,117,156,4131,3031,3336
FRG2_variant2,0,0,0,1,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,26,22,16,50,39,47
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,9,4,11,17,10,12
LOC100996703,2,2,2,4,1,4
LOC101926992,0,0,0,0,0,0
MAFIP,1,1,0,0,4,0
PLEKHG4B,9574,6212,6773,12861,10154,10405
KNCN,0,1,1,1,1,1
LRRC14B,2,0,5,7,5,7
CCDC127,3415,2477,2683,4815,4022,4140
SDHA,10750,6710,8761,11098,9199,9825
PDCD6,8924,7026,6786,8546,7057,7224
LOC100421419,26,19,10,37,19,20
AHRR,382,260,246,140,113,122
