Gene,3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq_REPLICANT.3,72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq_REPLICANT.3
DDX11L1,31,28,21,109,119,84
WASH7P,947,1572,1112,3004,2444,2379
LOC100996442,82,74,45,128,65,96
LOC101929017,89,141,90,203,158,162
MMACHC,943,1417,1112,1884,1587,1540
FGA,0,0,0,1,0,0
FGG,2,7,2,1,1,1
LOC101927965,6,17,31,28,18,23
LRAT,3772,5977,7179,6589,5666,5478
RBM46,31,38,38,92,79,59
NPY2R,125,151,123,125,107,126
MAP9,2666,3339,4178,4606,4573,4085
PRDX1,64217,92595,65435,67445,55866,61016
GUCY1A3,3,0,1,28,16,18
GUCY1B3,137,207,252,390,363,367
ASIC5_variant1,0,0,0,0,0,0
TDO2_variant1,1,0,0,4,2,2
CTSO_variant1,63,80,58,287,256,223
LOC100505784,0,0,0,0,0,0
PDGFC,232,323,262,294,301,279
GLRB,34,51,43,277,214,209
GRIA2,32,3,1,0,3,0
LOC340017,0,0,1,0,0,0
FAM198B,1,1,0,1,0,0
LOC101928007,0,0,0,0,0,0
AKR1A1,8083,12644,9071,22790,18424,19729
TMEM144,451,599,570,666,593,582
RXFP1,40,53,37,1,3,5
C4orf46,3483,4992,4349,10321,9331,9184
ETFDH,1116,1552,1387,1696,1328,1411
PPID,5245,7514,6816,10540,9269,9583
FNIP2,1488,2251,2644,2549,2018,2067
LOC101928028,0,0,0,0,0,0
C4orf45,1,1,1,3,2,2
NASP,10305,22361,61625,130213,106489,114728
PSME2P3,1,0,0,3,0,1
FABP5P12,1,0,0,0,0,0
RAPGEF2,7792,10918,9787,14364,11861,11823
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
FSTL5,34,47,41,7,14,10
LOC101928052,0,0,0,0,0,0
CCDC17,100,166,121,199,185,143
MIR4454,0,0,0,0,0,0
LOC101928081,27,28,39,47,49,31
NAF1,695,1261,1810,1045,930,1013
NPY1R,799,1079,874,1614,1558,1515
NPY5R,86,139,118,320,298,312
TKTL2,0,1,1,1,0,0
TMA16,3425,4754,4644,6616,6508,6089
MARCH1,740,819,574,848,874,604
GPBP1L1,9553,13717,11281,27187,23891,23812
ANP32C,0,2,0,0,0,0
LOC100505989,17,53,33,55,41,48
LOC100506013,12031,15537,12485,976,913,893
RPL26P16,5,3,2,1,1,3
LOC101059914,3,0,0,0,0,0
RPS15AP10,20,43,38,136,99,90
NACA3P,0,2,2,2,3,2
TRIM61,847,1238,1211,1639,1466,1436
FAM218A,236,282,223,510,508,428
RPL21P51,21,14,16,23,23,30
TRIM60,2,1,2,1,3,0
RPL7AP16,53,59,55,152,136,138
TMEM192,1060,1555,1827,3119,2786,2741
KLHL2,1165,1783,1803,2501,2217,2246
GK3P,13,12,10,27,24,21
MSMO1,14331,18945,14521,8290,7438,7574
CPE,2059,2814,2337,5922,5035,5106
MIR578,0,0,0,0,0,0
HADHAP1,9,8,9,7,3,8
LOC402191,0,0,0,0,0,0
TMEM69,3072,4288,2672,4812,4028,4047
LOC101928151,17,57,55,60,47,40
LOC101928131,7,18,10,8,14,15
TLL1,64,87,70,14,20,9
SPOCK3,18,9,12,21,21,18
ANXA10,0,5,2,0,0,0
DDX60,518,704,612,3293,3103,2922
DDX60L,66,90,93,617,563,538
LOC100506504,114,161,123,308,237,213
IPP,278,378,562,1840,1640,1738
PALLD,5277,7896,12782,9416,8136,8010
RPL9P16,0,5,1,5,7,4
LOC101928172,56,73,81,46,45,41
CBR4,1713,2694,2963,7426,7267,7022
SH3RF1,1521,2477,2618,6298,5124,5332
RPL6P12,2,5,0,2,4,3
NEK1,1002,1498,3021,5555,4981,4869
CLCN3,4740,7430,8579,16166,14863,14627
RPL6P1,0,0,0,1,1,0
C4orf27,1125,1926,2291,7428,6824,7247
LOC100506085,129,173,150,123,98,93
MFAP3L,811,1080,874,2196,1931,1979
LOC101928198,0,0,1,1,0,0
AADAT,540,832,916,1187,1022,1013
LOC101928223,16,25,30,18,16,19
LOC100506107,0,0,0,0,0,0
MAST2,1895,3282,4434,4614,3623,3772
LOC100506122,2,5,2,0,0,0
LOC101929135,0,0,0,0,0,0
LOC101928288,36,47,54,15,11,18
LOC441052,4,5,4,1,2,3
GALNTL6,6,9,14,3,1,1
LOC101928314,0,0,0,0,0,0
GALNT7,8954,12709,17702,12371,11543,11919
MIR548T,0,0,0,0,0,0
HMGB2,22260,32179,27063,86373,79558,76989
TMA16P2,7,12,12,14,14,16
SAP30,911,1335,1122,2997,2791,2541
LOC101928383,0,1,2,12,10,6
