chr2	10468	10968	17	2
chr2	11198	11766	44	35
chr17	13081	13581	7	3
chr17	14398	14898	10	10
chr17	20202	20702	7	4
chr17	30000	30874	38	22
chr17	31960	32623	15	4
chr2	38228	38728	2	2
chr2	45417	45917	26	13
chr17	48973	49473	16	6
chr17	49958	50638	13	6
chr17	54540	55388	12	6
chr2	64877	65573	32	12
chr17	65340	66402	89	45
chr9	72939	73632	20	14
chr2	80227	80834	18	15
chr5	90916	91486	25	11
chr5	91786	93029	122	68
chr5	94044	94544	4	8
chr7	96838	97451	58	33
chr5	102710	103409	20	17
chr5	106707	107207	8	2
chr4	107337	107837	6	5
chr5	111318	111818	4	0
chr9	113369	113983	20	14
chr9	114412	114912	6	2
chr16	115597	116240	12	8
chr7	119608	120237	30	10
chr10	119746	120264	18	10
chr7	120533	121604	48	27
chr16	121201	121864	42	18
chr7	121434	121934	24	18
chr16	121486	121986	39	18
chr4	125329	125829	12	0
chr5	128400	128900	5	2
chr5	129308	130288	18	10
chr7	131183	131725	18	7
chr16	134114	134614	11	6
chr7	139136	140080	18	6
chr5	141985	142485	4	4
chr16	146793	147293	35	10
chr2	151693	152264	35	25
chr5	154163	154729	2	0
chr7	156300	156869	18	5
chr5	158984	159543	24	16
chr5	162197	162697	7	2
chr5	167700	168501	3	6
chr17	170605	171279	33	22
chr7	173172	173672	4	8
chr17	173363	173863	8	4
chr10	180962	182423	103	61
chr17	183769	184316	16	15
chr17	185240	185740	6	8
chr5	186922	187422	9	2
chr7	187084	187584	19	2
chr12	187134	187642	2	12
chr5	188632	189310	73	44
chr7	188814	189598	48	36
chr7	191820	192465	82	40
chr7	193597	194833	49	35
chr18	195530	196030	0	0
chr17	198494	198994	7	4
chr5	200446	200946	4	6
chr16	204144	204945	28	14
chr4	207215	207715	9	2
chr7	207389	208196	26	10
chr12	207902	208611	36	14
chr11	208345	209136	44	35
chr12	211297	211797	26	9
chr12	212168	212708	45	14
chr12	213892	214660	31	10
chr9	214692	215335	113	74
chr16	214925	215465	42	28
chr8	215411	216088	12	12
chr12	219049	219549	25	10
chr6	219724	220251	8	4
chr7	220373	221064	29	6
chr9	222739	223239	0	3
chr6	223039	223539	9	10
chr8	224204	224704	7	2
chr17	227798	228298	6	0
chr16	230898	231688	102	57
chr17	232213	232808	19	2
chr17	233797	234297	8	1
chr3	234080	234633	25	11
chr17	234947	236319	82	33
chr6	235879	236417	12	4
chr17	235919	236446	50	21
chr6	236075	236740	14	7
chr17	236304	236975	18	16
chr6	236574	237074	2	4
chr3	239530	240165	48	22
chr6	240299	240799	12	4
chr20	247324	248026	44	24
chr12	247862	248758	38	25
chr12	248891	249391	17	13
chr11	250544	251176	11	13
chr12	252023	252523	14	16
chr12	253117	253617	16	0
chr3	258803	259303	8	0
chr20	258910	260248	65	44
chr12	262137	262797	38	19
chr19	267074	267686	34	19
chr11	267812	268312	21	9
chr11	268785	269328	15	10
chr3	271494	271994	22	10
chr17	271995	272718	10	5
chr17	276867	277766	13	14
chr19	277614	278212	14	10
chr12	278262	278762	15	6
chr20	278885	279385	9	8
chr12	279261	279910	29	12
chr19	280559	281065	4	8
chr20	280912	281412	16	6
chr20	281513	282267	40	18
chr11	282676	283176	8	3
chr20	282850	283359	4	4
chr11	284025	284525	18	5
chr2	284106	284786	16	13
chr16	285093	285738	44	36
chr11	287865	288476	22	11
chr12	288258	288758	6	4
chr2	288853	290173	58	25
chr19	289719	290219	32	20
chr2	289724	290224	38	12
chr19	289747	290247	33	23
chr2	289904	290404	37	10
chr19	290192	290926	81	51
chr20	290661	291439	110	48
chr11	291330	291967	38	27
chr19	294897	295575	53	27
chr11	296892	297392	9	6
chr11	297701	298268	32	8
chr12	297914	298529	80	29
chr11	298174	298674	23	5
chr4	298918	299583	43	20
chr11	300146	300817	19	16
chr11	304459	304959	16	10
chr18	304613	305276	21	17
chr20	304810	305336	86	55
chr18	304845	305345	21	16
chr20	304858	305358	85	55
chr18	304893	305393	21	17
chr20	304895	305395	86	55
chr18	304897	305412	23	17
chr11	304981	305728	61	6
chr5	305327	305827	12	10
chr11	305447	306130	40	7
chr11	306755	307255	4	6
chr20	306811	308233	133	85
chr2	309106	309833	40	32
chr20	311068	311568	25	8
chr18	312275	312841	6	6
chr11	314874	315374	16	1
chr11	315811	316482	42	15
chr5	317013	317575	37	22
chr2	317257	317757	13	0
chr5	317265	317829	37	21
chr2	317443	318102	14	2
